objekt_id,breitengrad,laengengrad,gemeindebezirk_code,gemeindebezirk_bisher,gemeindebezirk_polygon,zaehlgebiet_code,zaehlbezirk_code,sub_district_code,prognoseregion_code,gebietstyp_code,gebietstyp,aggregierter_gebietstyp_code,aggregierter_gebietstyp,zuordnungsmethode,geometrie_datenstand,anzahl_polygon_treffer,grenzfall,grenznah_unter_1m,grenzdistanz_meter,bezirk_konsistent,zaehlbezirk_konsistent,qualitaetsstatus
17692,48.189202,16.340737,6,6,6,06026,0602,90602,6A,A,"Zentrum, Altstadt und Gründerzeit",AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,28.483,1,1,eindeutig_zugeordnet
17802,48.185424,16.346862,5,5,5,05030,0503,90503,5C,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,19.725,1,1,eindeutig_zugeordnet
17803,48.183727,16.364056,5,5,5,05029,0502,90502,5B,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,22.021,1,1,eindeutig_zugeordnet
17804,48.214632,16.393507,2,2,2,02060,0206,90206,2D,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,65.697,1,1,eindeutig_zugeordnet
17805,48.239407,16.479182,22,22,22,22063,2206,92206,22A,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,111.890,1,1,eindeutig_zugeordnet
17806,48.153455,16.459362,11,11,11,11100,1110,91110,11E,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,388.348,1,1,eindeutig_zugeordnet
17807,48.214086,16.308048,16,16,16,16066,1606,91606,16D,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,56.870,1,1,eindeutig_zugeordnet
17808,48.127672,16.316226,23,23,23,23051,2305,92305,23C,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,36.912,1,1,eindeutig_zugeordnet
17809,48.173381,16.384875,10,10,10,10025,1002,91002,10B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,38.570,1,1,eindeutig_zugeordnet
15610,48.184546,16.331286,15,15,15,15044,1504,91504,15C,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,19.584,1,1,eindeutig_zugeordnet
15611,48.225573,16.351495,9,9,9,09046,0904,90904,9A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,14.987,1,1,eindeutig_zugeordnet
15612,48.160909,16.325430,12,12,12,12091,1209,91209,12D,Y,heterogene Bebauung mit Überhang an Geschoßwohnungen,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,59.651,1,1,eindeutig_zugeordnet
15613,48.252214,16.402973,21,21,21,21261,2126,92126,21D,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,157.655,1,1,eindeutig_zugeordnet
15614,48.196712,16.317137,15,15,15,15063,1506,91506,15B,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,54.895,1,1,eindeutig_zugeordnet
15615,48.239012,16.480698,22,22,22,22063,2206,92206,22A,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,114.505,1,1,eindeutig_zugeordnet
15616,48.213765,16.393828,2,2,2,02060,0206,90206,2D,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,77.012,1,1,eindeutig_zugeordnet
17616,48.181701,16.280150,13,13,13,13046,1304,91304,13B,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,40.593,1,1,eindeutig_zugeordnet
17617,48.231242,16.320160,18,18,18,18047,1804,91804,18C,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,33.038,1,1,eindeutig_zugeordnet
17615,48.169348,16.349063,10,10,10,10092,1009,91009,10E,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,33.939,1,1,eindeutig_zugeordnet
17693,48.208091,16.209997,14,14,14,14121,1412,91412,14E,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,155.173,1,1,eindeutig_zugeordnet
17694,48.222930,16.303258,16,16,16,16060,1606,91606,16D,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,28.118,1,1,eindeutig_zugeordnet
17695,48.210195,16.323586,16,16,16,16101,1610,91610,16B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,35.183,1,1,eindeutig_zugeordnet
17696,48.170990,16.410377,11,11,11,11036,1103,91103,11B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,68.365,1,1,eindeutig_zugeordnet
17697,48.222944,16.333743,17,17,17,17012,1701,91701,17A,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,96.627,1,1,eindeutig_zugeordnet
17698,48.202893,16.335269,15,15,15,15014,1501,91501,15A,Z,überwiegend städtische Infrastruktur und sonstige Nutzungen,ZI,industriell-gewerblich oder durch sonstige Nutzungen dominierte Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,136.134,1,1,eindeutig_zugeordnet
17699,48.186559,16.328670,15,15,15,15042,1504,91504,15C,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,50.602,1,1,eindeutig_zugeordnet
17777,48.225324,16.456262,22,22,22,22190,2219,92219,22I,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,84.808,1,1,eindeutig_zugeordnet
17778,48.244239,16.381386,20,20,20,20073,2007,92007,20B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,21.683,1,1,eindeutig_zugeordnet
17779,48.248840,16.440297,22,22,22,22130,2213,92213,22G,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,33.862,1,1,eindeutig_zugeordnet
15617,48.184021,16.363584,5,5,5,05029,0502,90502,5B,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,11.486,1,1,eindeutig_zugeordnet
15618,48.161571,16.320600,12,12,12,12104,1210,91210,12D,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,82.413,1,1,eindeutig_zugeordnet
15619,48.179302,16.270166,13,13,13,13050,1305,91305,13B,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,173.441,1,1,eindeutig_zugeordnet
15620,48.211813,16.306602,16,16,16,16070,1607,91607,16D,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,123.351,1,1,eindeutig_zugeordnet
15621,48.233911,16.326280,18,18,18,18043,1804,91804,18C,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,64.076,1,1,eindeutig_zugeordnet
15622,48.198563,16.388391,3,3,3,03095,0309,90309,3B,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,44.153,1,1,eindeutig_zugeordnet
17618,48.190606,16.350017,6,6,6,06023,0602,90602,6A,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,56.420,1,1,eindeutig_zugeordnet
17619,48.264662,16.389613,21,21,21,21183,2118,92118,21F,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,39.156,1,1,eindeutig_zugeordnet
17620,48.248108,16.429373,22,22,22,22100,2210,92210,22G,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,110.133,1,1,eindeutig_zugeordnet
17700,48.170921,16.340428,12,12,12,12033,1203,91203,12D,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,29.615,1,1,eindeutig_zugeordnet
17701,48.142575,16.283839,23,23,23,23101,2310,92310,23D,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,100.928,1,1,eindeutig_zugeordnet
17702,48.230468,16.368676,20,20,20,20056,2005,92005,20D,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,43.042,1,1,eindeutig_zugeordnet
17703,48.189461,16.400868,3,3,3,03070,0307,90307,3E,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,30.812,1,1,eindeutig_zugeordnet
17704,48.227898,16.401450,2,2,2,02012,0201,90201,2A,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,44.196,1,1,eindeutig_zugeordnet
17705,48.242844,16.377893,20,20,20,20074,2007,92007,20B,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,76.101,1,1,eindeutig_zugeordnet
17706,48.211576,16.327907,16,16,16,16014,1601,91601,16A,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,56.551,1,1,eindeutig_zugeordnet
17707,48.172497,16.387420,10,10,10,10027,1002,91002,10B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,5.220,1,1,eindeutig_zugeordnet
17789,48.131381,16.258278,23,23,23,23121,2312,92312,23E,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,152.513,1,1,eindeutig_zugeordnet
17790,48.182422,16.408916,11,11,11,11020,1102,91102,11A,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,27.229,1,1,eindeutig_zugeordnet
17791,48.234915,16.326540,18,18,18,18043,1804,91804,18C,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,37.855,1,1,eindeutig_zugeordnet
17792,48.146724,16.292550,23,23,23,23070,2307,92307,23C,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,61.946,1,1,eindeutig_zugeordnet
17793,48.168407,16.366745,10,10,10,10104,1010,91010,10F,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,21.193,1,1,eindeutig_zugeordnet
17794,48.206923,16.305603,16,16,16,16074,1607,91607,16D,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,28.698,1,1,eindeutig_zugeordnet
15623,48.161899,16.364076,10,10,10,10113,1011,91011,10H,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,126.087,1,1,eindeutig_zugeordnet
15624,48.211846,16.326486,16,16,16,16014,1601,91601,16A,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,30.090,1,1,eindeutig_zugeordnet
15625,48.168656,16.368926,10,10,10,10054,1005,91005,10G,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,81.710,1,1,eindeutig_zugeordnet
15626,48.171927,16.365493,10,10,10,10073,1007,91007,10F,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,31.503,1,1,eindeutig_zugeordnet
17621,48.184695,16.400626,3,3,3,03110,0311,90311,3E,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,120.259,1,1,eindeutig_zugeordnet
17622,48.163725,16.279339,13,13,13,13095,1309,91309,13C,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,31.219,1,1,eindeutig_zugeordnet
17623,48.166618,16.368319,10,10,10,10108,1010,91010,10F,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,49.219,1,1,eindeutig_zugeordnet
17708,48.193774,16.271491,14,14,14,14067,1406,91406,14B,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,32.653,1,1,eindeutig_zugeordnet
17709,48.228229,16.419192,22,22,22,22112,2211,92211,22F,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,99.147,1,1,eindeutig_zugeordnet
17710,48.258138,16.453598,22,22,22,22080,2208,92208,22D,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,223.038,1,1,eindeutig_zugeordnet
17711,48.198442,16.321883,15,15,15,15061,1506,91506,15B,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,60.826,1,1,eindeutig_zugeordnet
17810,48.277742,16.410709,21,21,21,21092,2109,92109,21B,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,18.829,1,1,eindeutig_zugeordnet
17811,48.260947,16.400909,21,21,21,21214,2121,92121,21G,B,zwischen- und nachkriegszeitliche Gebiete mittlerer Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,45.374,1,1,eindeutig_zugeordnet
17812,48.235816,16.322398,18,18,18,18040,1804,91804,18C,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,59.354,1,1,eindeutig_zugeordnet
15627,48.223382,16.401583,2,2,2,02072,0207,90207,2E,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,26.706,1,1,eindeutig_zugeordnet
15628,48.215440,16.309165,16,16,16,16065,1606,91606,16D,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,63.028,1,1,eindeutig_zugeordnet
17624,48.243687,16.329296,19,19,19,19083,1908,91908,19C,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,32.621,1,1,eindeutig_zugeordnet
17625,48.195981,16.351193,6,6,6,06032,0603,90603,6A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,10.827,1,1,eindeutig_zugeordnet
17626,48.191226,16.334711,15,15,15,15038,1503,91503,15C,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,16.896,1,1,eindeutig_zugeordnet
17712,48.205441,16.387414,3,3,3,03021,0302,90302,3A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,31.019,1,1,eindeutig_zugeordnet
17713,48.135074,16.281656,23,23,23,23113,2311,92311,23E,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,23.938,1,1,eindeutig_zugeordnet
17714,48.169967,16.367278,10,10,10,10102,1010,91010,10F,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,30.817,1,1,eindeutig_zugeordnet
17715,48.212136,16.325410,16,16,16,16044,1604,91604,16C,I,überwiegend industriell-gewerbliche Nutzung,ZI,industriell-gewerblich oder durch sonstige Nutzungen dominierte Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,47.292,1,1,eindeutig_zugeordnet
17780,48.213441,16.309401,16,16,16,16066,1606,91606,16D,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,55.569,1,1,eindeutig_zugeordnet
17781,48.193860,16.282706,14,14,14,14065,1406,91406,14B,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,33.196,1,1,eindeutig_zugeordnet
17782,48.196530,16.298178,14,14,14,14044,1404,91404,14C,JA,Gebiete dominiert durch Bauten von 1961 bis 1991,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,72.361,1,1,eindeutig_zugeordnet
17783,48.197047,16.384588,3,3,3,03038,0303,90303,3B,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,13.614,1,1,eindeutig_zugeordnet
15629,48.262431,16.385592,21,21,21,21171,2117,92117,21F,X,heterogene Bebauung mit Überhang an Einfamilien- und Reihenhäusern,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,32.224,1,1,eindeutig_zugeordnet
15630,48.177795,16.334930,12,12,12,12045,1204,91204,12B,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,35.488,1,1,eindeutig_zugeordnet
15631,48.252239,16.402357,21,21,21,21261,2126,92126,21D,JN,Neubau ab 1991 und Stadterweiterung,JAN,"Mischgebiete der jüngeren Vergangenheit, Neubau- und Stadterweiterungsgebiete",point_in_polygon_ray_casting,2026-09-03,1,0,0,113.174,1,1,eindeutig_zugeordnet
15632,48.211279,16.353565,8,8,8,08023,0802,90802,8A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,70.991,1,1,eindeutig_zugeordnet
17627,48.171527,16.381649,10,10,10,10230,1023,91023,10C,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,44.056,1,1,eindeutig_zugeordnet
17628,48.197385,16.317277,15,15,15,15063,1506,91506,15B,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,38.392,1,1,eindeutig_zugeordnet
17629,48.194527,16.364765,4,4,4,04033,0403,90403,4A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,69.443,1,1,eindeutig_zugeordnet
17630,48.142311,16.281990,23,23,23,23101,2310,92310,23D,C,Bebauung mit überwiegend durchgrüntem Geschoßwohnbau,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,52.603,1,1,eindeutig_zugeordnet
17631,48.199355,16.393600,3,3,3,03096,0309,90309,3B,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,20.559,1,1,eindeutig_zugeordnet
17716,48.169085,16.350271,10,10,10,10084,1008,91008,10F,Z,überwiegend städtische Infrastruktur und sonstige Nutzungen,ZI,industriell-gewerblich oder durch sonstige Nutzungen dominierte Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,60.147,1,1,eindeutig_zugeordnet
17717,48.182648,16.279949,13,13,13,13046,1304,91304,13B,R,Einfamilienhäuser und Kleingärten,RT,Einfamilienhausgebiete bzw. stark durchgrünte Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,62.075,1,1,eindeutig_zugeordnet
17718,48.195492,16.306951,14,14,14,14047,1404,91404,14C,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,64.167,1,1,eindeutig_zugeordnet
17719,48.190117,16.357263,5,5,5,05014,0501,90501,5A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,32.546,1,1,eindeutig_zugeordnet
17720,48.284928,16.414020,21,21,21,21030,2103,92103,21A,X,heterogene Bebauung mit Überhang an Einfamilien- und Reihenhäusern,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,56.875,1,1,eindeutig_zugeordnet
17721,48.210246,16.307252,16,16,16,16072,1607,91607,16D,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,35.908,1,1,eindeutig_zugeordnet
17795,48.146645,16.297784,23,23,23,23072,2307,92307,23C,X,heterogene Bebauung mit Überhang an Einfamilien- und Reihenhäusern,CXY,stark durchmischte Gebiete geringerer Dichte,point_in_polygon_ray_casting,2026-09-03,1,0,0,37.225,1,1,eindeutig_zugeordnet
17796,48.222556,16.364126,9,9,9,09025,0902,90902,9B,G,Gründerzeit mit überwiegend kleineren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,33.943,1,1,eindeutig_zugeordnet
17797,48.207827,16.390550,3,3,3,03014,0301,90301,3A,GG,Gründerzeit mit überwiegend größeren Wohnungen,AGGGH,gründerzeitliche Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,29.642,1,1,eindeutig_zugeordnet
17798,48.179259,16.414694,11,11,11,11024,1102,91102,11A,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,67.317,1,1,eindeutig_zugeordnet
17799,48.173093,16.392297,10,10,10,10028,1002,91002,10B,Z,überwiegend städtische Infrastruktur und sonstige Nutzungen,ZI,industriell-gewerblich oder durch sonstige Nutzungen dominierte Gebiete,point_in_polygon_ray_casting,2026-09-03,1,0,0,17.078,1,1,eindeutig_zugeordnet
17800,48.242492,16.337812,19,19,19,19085,1908,91908,19C,D,zwischen- und nachkriegszeitliche Gebiete hoher Dichte,BD,zwischen- und nachkriegszeitliche Strukturen,point_in_polygon_ray_casting,2026-09-03,1,0,0,71.991,1,1,eindeutig_zugeordnet
