Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2021 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_0;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REF_DATE
AT1;AT13;AT130;90500;90501;6391;11425;11415;10;5;3415;3612;3971;422;91;217;1456;9019;642;91;620;1726;8168;820;91;1494;2205;4612;2295;728;91;292;1334;1978;981;1681;2139;455;2474;91;233;627;1196;2393;2207;2629;1232;817;91;10570;763;0;1;6744;469;299;1065;1125;845;347;140;391;5547;5878;7367;1033;911;690;214;1210;6528;3488;457;952;1094;3024;3185;4122;6306;488;1094;1868;597;1072;18;541;6155;47;4664;6883;4456;81;5;0;20211031
AT1;AT13;AT130;90500;90502;10051;19387;19373;14;14;5069;5334;7691;1279;72;164;1635;16611;905;72;1365;3616;13710;624;72;3660;5562;7670;2123;300;72;731;3981;4368;1375;2539;2937;375;3009;72;604;2651;3106;4746;3077;3244;1294;593;72;18015;1267;0;33;6649;4266;4724;1457;683;514;491;162;441;9645;9742;10049;1029;2139;2162;877;3131;10204;6270;926;1987;2516;8498;4509;3864;8995;1582;2516;3243;992;2059;24;1135;9096;67;9065;12323;6992;58;14;0;20211031
AT1;AT13;AT130;90500;90503;8514;16594;16574;20;15;4343;4670;6192;1374;609;252;1914;12984;835;609;1305;2982;11063;635;609;3588;3991;6032;2044;330;609;671;2845;3546;1128;2127;2606;414;2648;609;568;2220;2186;3712;2682;2878;1138;601;609;14546;1414;0;25;9140;1770;1012;935;1293;643;379;138;1284;8316;8278;8568;1176;2001;1785;674;2390;9252;5193;732;1417;1878;6351;4163;4202;8292;1131;1878;2552;965;1776;16;991;8160;69;7358;9953;6072;554;15;0;20211031
AT1;AT13;AT130;90500;90504;3446;6316;6315;1;0;1749;1998;2346;223;54;111;642;5193;316;54;357;939;4535;431;54;890;1387;2413;1246;326;54;98;850;1224;485;995;1105;259;1246;54;108;408;790;1353;1209;1466;576;352;54;5832;430;0;0;4404;172;235;298;193;412;204;88;310;3152;3164;3597;636;684;482;118;799;3738;1865;237;476;591;1854;1738;2133;3533;315;591;874;388;615;5;369;3431;13;2498;3774;2489;53;0;0;20211031
AT1;AT13;AT130;90600;90601;3800;7560;7344;216;214;1802;2332;2796;416;377;168;517;6128;370;377;207;734;4976;1266;377;474;973;2229;2093;1414;377;76;741;1074;681;1050;1339;485;1737;377;60;278;563;1381;1300;1764;854;983;377;6729;439;0;15;5754;209;107;409;167;390;120;32;372;3744;3816;4909;794;624;306;127;800;4244;2410;342;564;735;1727;2174;2924;3880;354;735;1253;556;782;9;237;3938;32;3344;4686;2499;161;214;0;20211031
AT1;AT13;AT130;90600;90602;5150;9748;9524;224;221;2686;2946;3309;586;410;170;1001;7628;539;410;530;1617;6662;529;410;1235;2204;3678;1803;418;410;221;1326;1797;794;1334;1759;309;1798;410;175;726;977;2250;1668;2150;821;571;410;8753;584;0;1;4216;837;1045;726;793;884;204;0;1043;4875;4873;5712;894;939;678;280;1245;5796;2747;357;848;957;2898;2585;3308;5076;618;957;1419;596;1082;11;476;5119;39;4103;5564;3777;186;221;0;20211031
AT1;AT13;AT130;90600;90603;7060;13687;13677;10;3;3580;4104;4764;1236;797;204;1721;10247;718;797;545;1690;9515;1140;797;1162;2169;4894;3557;1108;797;203;1451;2141;1265;1954;2474;621;2781;797;138;582;1219;2699;2533;3171;1385;1163;797;12271;615;4;0;7738;380;597;581;1656;1748;454;165;368;6478;7209;8527;1314;1118;826;282;1620;7862;4052;659;1114;1328;3417;4022;4920;7153;549;1328;2441;913;1303;13;506;7087;47;6034;8030;4871;783;3;0;20211031
AT1;AT13;AT130;90700;90701;2938;5372;5366;6;5;1499;1696;1969;203;15;122;369;4571;295;15;180;580;3905;692;15;377;842;1804;1621;713;15;61;564;791;541;819;973;275;1333;15;27;222;403;1059;1021;1415;600;610;15;5027;325;0;5;4519;65;188;109;210;205;49;19;8;2613;2759;3463;705;307;244;87;566;3130;1631;208;403;576;1100;1381;2315;2960;210;576;829;315;482;8;161;2969;18;2216;3338;2020;9;5;0;20211031
AT1;AT13;AT130;90700;90702;1613;2950;2949;1;1;833;868;1186;62;4;47;270;2528;101;4;105;271;2212;358;4;174;378;1106;744;544;4;41;246;475;329;444;546;155;710;4;20;76;175;575;648;719;391;342;4;2857;89;0;0;2261;55;3;72;0;41;114;15;389;1416;1534;1939;384;184;102;38;303;1704;894;111;241;340;495;782;1333;1649;62;340;400;174;325;3;99;1596;10;1242;1848;1101;0;1;0;20211031
AT1;AT13;AT130;90700;90703;2678;5006;5002;4;4;1338;1594;1858;212;107;60;515;4125;199;107;168;739;3466;526;107;420;780;1756;1255;688;107;83;460;978;478;716;946;208;1030;107;31;206;321;1120;928;1239;596;458;107;4753;145;1;0;2855;186;277;445;95;273;48;0;827;2448;2558;3233;520;362;274;80;537;2837;1563;177;429;507;1065;1365;2069;2788;180;507;731;296;504;9;180;2755;15;2047;3083;1816;103;4;0;20211031
AT1;AT13;AT130;90700;90704;5322;10048;10043;5;3;2766;3068;3430;781;482;130;1160;7752;524;482;431;1087;7306;742;482;901;1438;3548;2948;731;482;79;1006;1670;1001;1363;1755;503;2189;482;89;425;725;2072;1858;2441;999;957;482;9168;398;0;0;6758;326;65;309;486;1081;402;155;466;4834;5214;6441;1107;659;587;158;1096;5937;2937;461;713;984;2336;2814;3914;5385;311;984;1742;758;868;14;391;5231;29;4383;5842;3727;476;3;0;20211031
AT1;AT13;AT130;90700;90705;4340;7919;7910;9;6;2320;2390;2762;441;198;143;1078;6164;336;198;388;1053;5708;572;198;975;1380;3299;1601;466;198;122;914;1381;758;1144;1418;261;1723;198;127;444;733;1745;1534;1714;845;579;198;7259;462;0;0;5649;365;288;246;317;455;230;118;251;3889;4030;4891;885;584;548;163;848;4886;2258;272;503;811;1882;2230;2996;4386;375;811;1034;563;750;13;330;4317;34;3225;4466;3258;189;6;0;20211031
AT1;AT13;AT130;90800;90801;2432;5309;5308;1;1;1188;1374;1886;860;711;96;344;3877;281;711;173;468;3119;838;711;360;700;1432;1219;887;711;55;465;769;470;683;848;220;1088;711;23;212;338;953;837;1137;550;548;711;4396;202;0;0;4217;242;203;265;147;88;107;0;40;2808;2501;3214;561;393;390;88;663;3138;1598;177;396;498;1231;1504;2076;2512;156;498;761;405;977;5;151;2494;11;2648;2979;1619;710;1;0;20211031
AT1;AT13;AT130;90800;90802;5625;10952;10951;1;0;2833;3210;3961;948;587;279;1347;8120;619;587;363;1033;7307;1662;587;709;1265;3405;3327;1659;587;76;960;1646;1034;1545;1948;601;2555;587;50;315;705;2014;2190;2508;1318;1265;587;9878;436;47;4;8240;356;499;602;461;370;254;93;77;5179;5773;7328;1290;722;400;130;1082;6228;3410;518;796;1152;1901;3264;4635;5684;287;1152;1847;1014;968;11;301;5612;38;4990;6607;3759;586;0;0;20211031
AT1;AT13;AT130;90800;90803;4110;7871;7868;3;3;2194;2232;2680;762;545;112;939;5833;442;545;308;914;5528;576;545;657;1257;2863;1976;573;545;119;785;1219;716;1124;1277;355;1731;545;66;388;607;1442;1553;1756;846;668;545;7028;297;0;1;4960;611;570;267;550;240;146;33;494;3909;3962;4880;772;619;486;120;994;4588;2313;323;647;797;1962;2130;2982;4026;419;797;1207;517;905;11;285;4076;37;3462;4379;2947;542;3;0;20211031
AT1;AT13;AT130;90900;90901;5134;9124;9112;12;4;2776;2836;3168;340;58;197;780;7645;444;58;574;1710;6248;534;58;1453;2021;3461;1683;448;58;165;1173;1859;790;1183;1790;365;1741;58;136;621;1008;2064;1825;2109;781;522;58;8563;502;0;1;4882;957;866;760;404;827;117;17;294;4412;4712;5586;938;762;633;171;1034;5452;2558;342;772;987;2499;2422;3216;4897;439;987;1347;601;853;10;398;4843;45;3828;5414;3660;46;4;0;20211031
AT1;AT13;AT130;90900;90902;5656;10863;10851;12;12;2819;3364;3920;748;503;160;1036;8726;438;503;415;1254;7537;1154;503;929;1790;3479;2990;1172;503;148;980;1691;1081;1610;1964;590;2296;503;94;436;803;2203;2046;2647;1142;989;503;9766;585;2;7;8008;1041;425;162;173;549;248;76;181;5175;5688;7018;1154;749;598;123;1221;5988;3371;596;908;1138;2588;2915;4222;5426;358;1138;2064;647;1230;12;366;5335;35;5115;6639;3722;490;12;0;20211031
AT1;AT13;AT130;90900;90903;2448;4321;4317;4;4;1337;1338;1471;171;13;56;417;3517;318;13;354;671;2900;383;13;646;824;1548;883;407;13;101;512;864;361;624;798;164;884;13;68;276;366;1016;792;1002;462;326;13;4079;229;0;0;2113;613;562;234;150;17;59;96;477;2081;2240;2568;478;448;255;68;504;2582;1255;160;324;418;977;1202;1724;2428;168;418;570;319;418;2;177;2380;18;1744;2496;1812;9;4;0;20211031
AT1;AT13;AT130;90900;90904;4938;9359;9336;23;23;2614;2792;3099;831;579;186;906;7153;535;579;412;1258;6412;698;579;1055;1809;3289;2115;512;579;137;1051;1573;799;1281;1587;370;1982;579;133;607;753;1864;1762;2042;908;711;579;8141;639;0;0;6736;616;278;701;475;240;36;131;146;4474;4885;5502;1089;752;612;151;1253;5765;2613;332;649;916;2189;2744;3510;4972;368;916;1345;830;928;19;394;4842;40;4064;5122;3658;556;23;0;20211031
AT1;AT13;AT130;90900;90905;2714;5595;5590;5;5;1211;1606;2398;375;143;152;572;4458;270;143;101;370;3716;1265;143;210;440;1502;1673;1627;143;27;525;781;560;949;908;372;1330;143;20;170;286;1020;1035;1343;742;836;143;5151;299;2;0;4708;220;388;51;0;59;58;14;97;2638;2957;3498;757;324;152;56;808;3111;1861;244;379;697;878;1599;2421;2750;127;697;814;484;723;18;141;2691;16;2729;3734;1719;137;5;0;20211031
AT1;AT13;AT130;90900;90906;955;2178;2178;0;0;410;576;888;304;233;48;322;1445;130;233;47;141;1293;464;233;80;112;444;693;616;233;14;185;294;255;293;336;118;450;233;4;34;99;309;429;501;242;327;233;1762;178;0;5;1587;12;58;117;0;76;0;0;328;1020;1158;1336;274;141;105;19;303;1294;662;82;140;239;296;667;976;1063;49;239;286;301;240;4;52;1051;3;1068;1289;656;233;0;0;20211031
AT1;AT13;AT130;91000;91001;4645;10951;10894;57;43;2232;2580;5641;455;786;5;1234;8861;65;786;213;2884;7024;44;786;529;1890;5307;2299;140;786;205;3270;3092;430;1166;1398;20;584;786;31;670;1693;3571;1737;1630;610;223;786;10140;25;0;0;151;0;31;33;1;0;0;0;10735;5482;5469;5967;662;1294;1057;520;1451;6523;3611;158;659;2372;3182;2326;3071;6204;504;2372;535;449;887;10;650;5954;47;4290;8040;2830;38;43;0;20211031
AT1;AT13;AT130;91000;91002;9200;20317;20283;34;29;4054;4812;8992;2430;245;201;1732;17161;978;245;2016;3743;13844;469;245;4440;4840;8462;2195;135;245;1421;5693;4772;1258;1994;2551;297;2086;245;1130;3622;4168;4672;2815;2375;901;389;245;18723;1279;0;70;4759;3013;4942;1592;770;3456;712;117;956;10689;9628;9138;435;2713;2892;1580;3559;9771;7660;857;2029;3327;11670;3577;1743;8297;2243;3327;3215;678;2557;22;1674;8275;91;10255;14061;6019;208;29;0;20211031
AT1;AT13;AT130;91000;91003;3635;7605;7588;17;9;1645;1944;3448;559;18;105;503;6665;314;18;549;1232;5588;218;18;1215;2219;3317;769;67;18;316;1796;1801;653;786;1068;150;1017;18;295;1156;1513;1867;1092;1058;427;179;18;7088;499;0;0;1903;40;2457;1031;460;820;128;201;565;3821;3784;3935;159;906;1091;552;962;3450;2998;396;761;1120;4196;1524;765;3267;665;1120;1498;312;743;5;665;3138;39;3758;5330;2266;0;9;0;20211031
AT1;AT13;AT130;91000;91004;4114;9441;9416;25;6;1783;2302;4104;1246;568;240;739;7300;594;568;893;1659;6108;213;568;1894;2473;3495;890;121;568;684;2381;2118;471;1006;1021;174;1018;568;573;1626;1647;2041;1164;1142;455;225;568;8192;658;0;23;4535;971;1050;1076;454;381;45;67;862;5067;4374;3554;323;1518;1494;499;2053;4827;3418;401;795;1512;5100;1814;1015;3972;1069;1512;1251;342;1295;14;791;3863;53;4720;6096;2929;410;6;0;20211031
AT1;AT13;AT130;91000;91005;8067;18065;18058;7;7;3344;4312;8502;1900;247;267;2306;14556;689;247;1369;2663;12742;1044;247;2919;3355;8133;3216;195;247;897;4506;4001;1562;1974;2304;368;2206;247;679;2463;3449;4695;2691;2375;982;484;247;16865;951;0;2;5974;1342;959;603;2006;3043;1056;1667;1415;9315;8750;8695;454;2202;2827;1427;2460;8545;7226;697;1597;2881;9462;3724;1998;8213;1466;2881;2856;760;1889;28;1608;7714;64;8651;13165;4662;231;7;0;20211031
AT1;AT13;AT130;91000;91006;5887;13302;13287;15;14;2506;3162;5921;1699;348;211;957;11222;564;348;1460;2663;8382;449;348;3001;3065;5303;1447;138;348;1100;3808;2843;795;1348;1525;196;1339;348;852;2405;2416;3143;1796;1440;658;244;348;11723;1129;0;102;6255;582;912;1064;495;623;1111;678;1582;6993;6309;5516;409;2162;2059;980;2176;6605;5047;477;1173;2195;7267;2487;1353;5731;1409;2195;1817;537;1613;19;1220;5491;61;6511;9055;3901;332;14;0;20211031
AT1;AT13;AT130;91000;91007;6262;13314;13306;8;7;2800;3332;6101;1074;149;44;2262;10224;635;149;764;1700;10224;477;149;1533;2908;6831;1778;115;149;487;3119;2864;1068;1523;1833;277;1994;149;373;1705;2382;3398;1901;2014;955;437;149;12772;393;0;0;1800;556;1600;3972;2027;719;796;409;1435;6627;6687;6875;305;1543;1962;728;1901;5839;5440;821;1214;1949;6923;2981;1461;5648;1079;1949;2862;453;1323;10;1085;5362;46;6811;9326;3840;141;7;0;20211031
AT1;AT13;AT130;91000;91008;4486;9746;9737;9;9;1910;2466;4461;900;9;101;945;8254;437;9;751;1595;7188;203;9;1677;2208;4162;1579;111;9;625;2544;2215;661;1090;1367;143;1092;9;490;1454;1764;2375;1499;1398;513;244;9;9286;451;0;0;2863;1211;556;1803;1164;445;222;231;1251;5057;4689;4577;251;1367;1497;671;1383;4522;3888;414;922;1487;5185;2058;1016;4307;839;1487;1665;366;1082;10;910;4047;47;4732;6879;2858;0;9;0;20211031
AT1;AT13;AT130;91000;91009;2372;5420;5417;3;3;988;1286;2534;609;224;11;119;4927;139;224;192;645;4233;126;224;564;1244;2377;948;63;224;116;1283;1284;420;694;699;93;607;224;88;686;865;1574;661;936;245;141;224;5105;91;0;0;71;1412;802;0;0;639;1038;219;1239;2710;2710;3237;106;418;669;331;659;2710;1940;232;538;957;2659;1232;572;2357;435;957;883;315;473;4;382;2347;30;2657;3954;1266;197;3;0;20211031
AT1;AT13;AT130;91000;91010;8837;18661;18619;42;37;4234;4494;7904;1992;489;100;990;16525;557;489;1454;3143;13407;168;489;3279;5134;8025;1653;81;489;767;4862;4301;1286;2109;2356;266;2225;489;728;3021;3556;4342;2915;2211;1110;289;489;17740;432;0;0;1136;3077;4547;5391;1185;1144;170;64;1947;9383;9278;10181;313;1681;2406;1434;2646;8601;6711;1163;2186;3059;10860;3442;1300;7104;1778;3059;4010;546;2164;17;1302;7277;66;9999;12719;5458;447;37;0;20211031
AT1;AT13;AT130;91000;91011;4248;9368;9355;13;13;1830;2388;4135;1002;124;1105;40;7903;196;124;525;1121;7093;505;124;1380;1242;4277;2202;143;124;208;2345;1959;866;1028;1399;282;1157;124;198;980;2007;2272;1500;1393;532;362;124;9003;232;6;3;6;2324;64;1993;657;3598;388;48;290;4592;4776;6003;130;526;770;822;1117;4081;3661;610;1016;1405;5341;1903;719;3541;818;1405;2264;424;916;8;558;3677;31;5094;6994;2250;111;13;0;20211031
AT1;AT13;AT130;91000;91012;1131;2541;2540;1;0;409;666;1381;85;4;12;389;2136;0;4;59;242;1854;382;4;51;266;1180;1007;33;4;19;440;532;328;382;420;54;362;4;0;83;322;795;472;582;198;85;4;2537;0;0;0;0;0;0;4;5;0;60;1839;633;1248;1293;1653;80;228;177;77;326;1234;1068;33;206;425;791;723;602;1451;97;425;229;159;180;6;181;1342;9;1003;1998;540;3;0;0;20211031
AT1;AT13;AT130;91000;91013;2782;5070;5064;6;6;1416;1686;1751;211;6;510;53;4387;114;6;189;852;3849;174;6;584;1755;2397;274;54;6;55;762;1023;426;629;1134;101;934;6;82;446;841;1382;840;997;359;117;6;4882;162;18;2;0;934;854;2217;796;38;10;61;160;2411;2659;3666;69;339;514;206;276;2019;1902;463;686;594;3010;1073;393;2102;318;594;1558;123;375;1;357;2021;20;2671;3393;1671;0;6;0;20211031
AT1;AT13;AT130;91000;91014;2079;4145;4136;9;9;923;1302;1682;229;9;71;1;3977;87;9;118;525;3414;79;9;385;2155;1307;274;15;9;56;782;807;416;475;814;124;662;9;91;527;928;1091;573;680;188;58;9;3873;248;13;2;0;2;3007;566;485;54;17;0;14;2025;2120;3091;64;245;323;150;272;1802;1543;282;518;579;2413;849;304;1674;329;579;1137;115;311;3;277;1675;13;2177;2964;1172;0;9;0;20211031
AT1;AT13;AT130;91000;91015;3715;8514;8499;15;2;1392;2176;4296;648;121;1111;846;6372;64;121;117;1248;6133;895;121;304;1342;4969;1583;195;121;255;1977;1763;708;1080;1154;301;1155;121;96;754;1172;2810;1419;1271;633;238;121;8322;34;33;4;83;129;129;783;279;89;274;2382;4366;4167;4347;5339;189;639;948;330;1069;4117;3455;278;664;1595;3735;2135;1049;4262;501;1595;1147;399;610;7;704;3920;44;3839;6673;1745;94;2;0;20211031
AT1;AT13;AT130;91000;91016;3585;7535;7516;19;9;1529;2256;3167;574;271;1711;335;5077;141;271;278;972;5155;859;271;915;1237;2713;1661;738;271;165;1100;1460;618;1044;1279;367;1231;271;137;494;932;1761;1304;1573;652;411;271;7028;209;25;2;0;2240;383;837;270;810;643;173;2179;3646;3889;5853;147;407;414;217;497;3200;3027;569;739;1065;3395;2024;1051;3315;417;1065;1978;243;517;9;508;3146;30;3842;5429;1845;252;9;0;20211031
AT1;AT13;AT130;91000;91017;398;931;931;0;0;123;240;535;33;0;234;225;449;23;0;2;50;722;157;0;15;48;253;447;168;0;12;66;199;171;131;139;68;145;0;11;33;21;257;231;189;116;73;0;916;12;0;3;78;45;13;121;144;244;68;2;216;452;479;826;21;38;17;10;19;388;421;51;71;135;383;290;123;480;27;135;189;64;36;15;86;402;3;425;772;159;0;0;0;20211031
AT1;AT13;AT130;91000;91018;2926;6227;6208;19;0;1152;1748;3140;187;42;826;1673;3621;65;42;71;931;4675;508;42;159;961;2679;1854;532;42;19;925;1414;785;953;1050;241;798;42;8;227;630;1794;1298;1363;577;288;42;6147;31;1;6;157;153;314;117;192;40;1875;601;2778;2999;3228;4730;202;466;312;130;387;3015;2401;207;604;1028;2185;1752;1262;3519;232;1028;831;272;345;10;485;3223;14;2495;4807;1399;21;0;0;20211031
AT1;AT13;AT130;91000;91019;1724;3417;3407;10;0;760;1150;1334;173;24;1107;659;1511;116;24;62;635;2153;543;24;438;505;946;999;505;24;70;415;645;294;498;633;199;639;24;38;235;291;717;635;779;411;287;24;3293;79;6;15;205;149;294;522;104;285;555;83;1220;1674;1743;2563;109;328;176;51;190;1476;1436;178;327;412;1369;1038;598;1738;137;412;781;110;239;18;281;1560;6;1552;2459;946;12;0;0;20211031
AT1;AT13;AT130;91000;91020;4586;10147;10134;13;13;1923;2804;4207;1200;275;27;3;9711;131;275;284;606;8871;111;275;487;904;6889;1581;11;275;133;2103;2136;986;1273;1366;329;1546;275;53;872;2033;2429;2025;1137;958;365;275;9872;0;0;0;0;0;0;4996;5125;0;0;0;26;4690;5457;7098;137;616;701;744;851;4113;3858;1080;1096;1620;6254;1796;477;3308;812;1620;3204;346;857;1;637;3371;33;6105;7549;2323;262;13;0;20211031
AT1;AT13;AT130;91000;91021;3582;8245;8241;4;4;1268;2362;3792;819;300;215;511;7146;73;300;176;775;6712;282;300;176;745;5000;1956;68;300;99;1500;1747;1055;986;1430;251;877;300;34;431;1172;2417;1508;1521;509;353;300;7938;1;4;2;1;72;157;147;229;3362;2314;11;1952;3914;4331;5919;176;554;564;363;669;3746;3264;417;818;1360;3703;2055;1127;4270;429;1360;1388;315;483;5;666;3968;17;3589;6426;1519;296;4;0;20211031
AT1;AT13;AT130;91000;91022;3422;7245;7241;4;4;1558;1814;3054;815;4;102;970;5566;603;4;519;1223;5337;162;4;1081;1750;3340;1015;55;4;520;1806;1355;530;806;976;217;1031;4;435;1190;1137;1562;1056;1134;507;220;4;6823;416;2;0;2446;203;1214;1595;426;292;186;484;399;3757;3488;3122;280;1206;955;319;1363;3611;2709;351;574;1063;3411;1604;1167;3313;584;1063;1089;325;871;5;596;3139;31;3474;4854;2387;0;4;0;20211031
AT1;AT13;AT130;91000;91023;5280;11611;11593;18;18;2328;2720;5380;1165;198;134;727;10226;326;198;901;1851;8471;190;198;1767;2674;5469;1433;70;198;375;3266;3067;803;1206;1439;118;1139;198;371;1537;2359;3313;1674;1455;541;163;198;10971;433;0;9;1482;1524;1102;2451;121;21;305;2150;2455;5820;5791;6239;259;1235;1462;895;1521;5751;4145;565;1150;2043;6204;2301;1063;5128;1059;2043;1703;445;1233;11;979;5042;44;5535;8290;3137;166;18;0;20211031
AT1;AT13;AT130;91100;91101;1348;3295;3294;1;0;631;604;1476;584;519;5;533;2238;0;519;41;446;2177;112;519;87;358;1342;980;9;519;0;624;735;285;347;403;31;351;519;0;63;356;901;554;525;223;154;519;2774;2;0;0;0;3;41;2;2;0;206;746;2295;1671;1624;1845;163;343;227;114;603;2060;974;45;216;567;829;1025;874;1693;134;567;197;437;267;7;192;1604;9;1483;2038;749;508;0;0;20211031
AT1;AT13;AT130;91100;91102;8647;18977;18961;16;6;3769;4730;8822;1650;454;132;1596;16227;568;454;1013;2987;14223;300;454;2240;4266;8676;3149;192;454;568;4828;4777;1377;2068;2560;249;2096;454;465;2218;3471;5197;3092;2548;1074;458;454;17912;564;0;47;2265;1733;2861;2674;1988;939;205;365;5947;9323;9654;11012;455;2053;2125;996;2336;9327;6901;889;1860;3461;9341;3900;2275;8558;1568;3461;3063;634;1693;23;1406;8410;75;9063;13655;4981;335;6;0;20211031
AT1;AT13;AT130;91100;91103;8416;18109;18098;11;5;3746;4264;8531;1563;122;181;1843;15183;780;122;1030;3361;12836;760;122;2802;4242;7791;2965;187;122;814;4506;4178;1442;1986;2571;313;2177;122;698;2244;3391;4902;2782;2595;962;413;122;17253;730;4;0;2963;2289;3100;2892;704;2109;1068;409;2575;9214;8895;9559;422;2173;2420;1151;2384;8809;6772;742;1786;2949;9491;3805;1864;8110;1701;2949;2765;775;1809;16;1563;7943;77;8510;13010;5000;94;5;0;20211031
AT1;AT13;AT130;91100;91104;2338;4859;4854;5;2;1023;1378;2125;331;5;101;353;4217;183;5;229;681;3834;110;5;606;1058;2535;620;35;5;86;1033;1109;502;527;831;130;636;5;121;600;875;1237;698;836;309;178;5;4632;222;0;0;631;16;1677;486;720;1034;25;2;268;2476;2383;2728;90;504;726;271;540;2124;1966;277;492;745;2848;919;347;2003;431;745;1055;163;462;6;360;2004;15;2474;3513;1344;0;2;0;20211031
AT1;AT13;AT130;91100;91105;6103;12795;12772;23;14;2625;3422;6074;660;29;634;747;11189;196;29;412;2008;9929;417;29;1064;3321;6407;1703;271;29;227;2717;3143;1235;1450;1944;373;1677;29;197;1225;2213;3865;1840;2246;829;351;29;12626;126;5;9;250;1869;1474;2565;672;1012;1400;774;2779;6285;6510;8652;263;1133;1168;605;974;6107;4752;617;1319;2181;6652;2751;1211;5876;1028;2181;2302;459;949;7;994;5782;47;5965;9583;3192;6;14;0;20211031
AT1;AT13;AT130;91100;91106;138;301;299;2;0;49;102;129;21;2;148;0;130;21;2;3;30;261;5;2;33;37;207;21;1;2;0;83;67;0;90;26;2;31;2;6;19;32;114;20;84;5;19;2;286;13;0;0;46;57;12;0;0;0;1;0;185;154;147;248;0;19;20;6;8;127;142;8;24;44;163;72;22;172;9;44;47;12;17;0;21;159;1;120;246;55;0;0;0;20211031
AT1;AT13;AT130;91100;91107;3131;6742;6732;10;4;1273;1938;3025;502;12;949;391;5305;85;12;289;594;5632;215;12;475;1394;3595;1118;148;12;146;1509;1490;590;975;864;202;954;12;85;691;1285;1727;1160;1061;496;225;12;6616;101;3;10;262;155;312;3791;392;163;519;141;1007;3166;3576;4667;115;519;523;381;537;2912;2640;483;707;1105;3757;1379;501;2760;531;1105;1607;243;496;14;478;2725;25;3500;5182;1556;0;4;0;20211031
AT1;AT13;AT130;91100;91108;477;942;942;0;0;194;348;400;0;9;220;242;460;11;9;44;55;787;47;9;72;51;545;252;13;9;11;62;183;129;124;188;76;160;9;9;19;47;287;148;279;62;82;9;923;4;1;5;2;28;80;22;22;21;705;17;45;446;496;810;10;49;38;8;27;373;416;39;114;104;432;297;109;532;32;104;201;36;37;0;81;478;5;378;715;223;4;0;0;20211031
AT1;AT13;AT130;91100;91109;936;2498;2491;7;0;290;520;1302;386;144;571;138;1538;107;144;17;178;1673;486;144;56;255;966;715;362;144;6;425;560;314;359;311;71;308;144;15;120;365;742;398;370;208;136;144;2321;21;0;12;247;69;105;58;198;403;531;632;255;1261;1237;1874;67;237;157;40;123;1094;1024;175;205;410;1178;664;246;1284;107;410;461;85;151;122;177;1065;8;1126;1934;428;136;0;0;20211031
