Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2021 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_0;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REF_DATE
AT1;AT13;AT130;91100;91110;11452;26815;26793;22;14;4029;6650;13916;2206;68;647;2198;23556;346;68;438;2101;23146;1062;68;726;3132;15417;7128;344;68;332;5933;6043;3460;3158;3842;907;3072;68;167;1834;4968;8291;4283;4499;1736;969;68;26667;75;1;4;184;76;109;1503;7971;1858;10010;458;4646;12870;13945;18110;424;2241;2425;1648;1967;12239;10892;1129;2555;4900;13975;5927;2013;12406;1880;4900;4583;1072;1974;24;2160;11844;95;12692;21748;5007;46;14;0;20211031
AT1;AT13;AT130;91100;91111;2078;5059;5048;11;1;858;1174;2091;935;539;436;414;3546;124;539;201;683;3421;215;539;497;795;2130;911;187;539;158;991;1078;431;526;629;134;573;539;114;519;744;1194;744;716;305;184;539;4341;168;5;6;942;78;386;162;1517;39;992;40;903;2563;2496;2999;74;457;386;222;921;2450;1855;253;501;992;2731;1011;325;2007;413;992;813;169;665;13;324;1958;21;2743;3483;1048;527;1;0;20211031
AT1;AT13;AT130;91100;91112;152;447;446;1;1;45;108;160;133;77;177;38;140;15;77;1;27;249;93;77;17;18;101;147;87;77;16;65;78;24;49;65;10;63;77;10;22;16;107;73;82;23;37;77;330;34;0;6;13;57;55;34;27;20;8;76;157;260;187;305;4;31;31;2;74;230;169;25;23;66;237;110;34;185;21;66;78;10;87;8;34;161;2;242;301;69;76;1;0;20211031
AT1;AT13;AT130;91100;91113;2457;4825;4823;2;0;1141;1576;1911;197;49;771;318;3564;123;49;226;523;3732;295;49;422;639;2482;982;251;49;71;752;973;391;674;843;202;870;49;65;250;564;1256;875;968;482;316;49;4698;71;6;1;203;122;131;787;448;1360;536;213;1025;2391;2434;3205;129;535;346;160;450;1983;2081;275;486;632;2238;1347;608;2288;239;632;1212;140;314;8;363;2130;5;2319;3419;1396;10;0;0;20211031
AT1;AT13;AT130;91200;91201;2392;4642;4640;2;0;1156;1450;1693;343;21;80;594;3698;249;21;219;972;3356;74;21;530;1249;2174;622;46;21;119;994;1066;304;583;752;124;679;21;108;511;725;1168;754;847;347;161;21;4483;133;0;5;1397;201;469;1073;286;141;27;122;926;2323;2319;2520;251;567;543;183;578;2528;1562;178;374;597;1824;1111;1110;2455;313;597;619;215;443;5;366;2322;27;1922;2996;1627;19;0;0;20211031
AT1;AT13;AT130;91200;91202;8573;17163;17150;13;12;4170;4572;6994;1415;176;186;1345;14734;722;176;1192;3010;12221;564;176;3567;4783;5911;2585;141;176;785;3625;3598;1298;2207;2704;305;2465;176;709;2476;2783;4077;2528;3038;927;449;176;16068;919;0;0;4464;5914;1789;640;1174;1226;1057;622;277;8570;8593;9027;483;2144;2444;879;2186;8263;6029;870;2001;2277;8808;3764;2314;7715;1548;2277;3243;590;1790;15;1273;7711;77;8087;11324;5664;163;12;0;20211031
AT1;AT13;AT130;91200;91203;2428;4834;4829;5;5;1292;1036;2076;425;74;13;8;4576;163;74;429;1095;3165;71;74;1210;1749;1686;102;13;74;176;1236;1242;323;441;767;66;509;74;201;901;1058;1084;603;748;146;19;74;4626;134;0;0;0;2118;2627;0;69;0;0;20;0;2377;2457;2655;79;395;561;477;667;2362;1510;260;702;712;3087;807;228;1755;651;712;995;162;559;7;320;1990;23;2494;3171;1589;69;5;0;20211031
AT1;AT13;AT130;91200;91204;4649;9579;9570;9;6;2243;2590;3757;983;274;214;1285;7071;735;274;717;1844;6388;356;274;1679;2383;3771;1293;179;274;418;2138;2026;658;1207;1370;179;1309;274;392;1328;1526;2065;1656;1399;655;284;274;8847;452;0;6;2818;308;1906;1114;705;1056;337;182;1153;4855;4724;4780;469;1280;1153;409;1488;5112;3273;369;825;1278;4083;2322;1896;4665;763;1278;1366;530;977;8;736;4523;31;4281;6226;3138;209;6;0;20211031
AT1;AT13;AT130;91200;91205;4343;8415;8408;7;7;2101;2486;3287;534;7;89;1012;6917;390;7;534;1265;6293;316;7;1220;2040;3773;1209;166;7;222;1630;1777;713;1032;1391;216;1427;7;252;921;1302;2058;1417;1494;635;329;7;8028;361;0;19;3035;629;928;1754;444;1137;80;122;286;4244;4171;4719;334;936;911;407;1108;4104;3011;463;837;1034;3691;2092;1598;3973;595;1034;1662;347;804;7;559;3904;27;3918;5574;2834;0;7;0;20211031
AT1;AT13;AT130;91200;91206;5069;9976;9967;9;3;2487;2950;3986;550;250;200;1574;7425;527;250;749;1459;7072;446;250;1632;1845;4114;1784;351;250;352;1580;2129;936;1239;1560;309;1621;250;268;935;1224;2387;1720;1889;756;547;250;9193;525;0;8;5634;450;336;714;962;273;295;55;1257;4998;4978;5449;665;1315;1029;239;1279;5198;3507;438;833;1224;3605;2502;2645;5262;563;1224;1532;468;927;18;759;4930;26;4243;6445;3437;91;3;0;20211031
AT1;AT13;AT130;91200;91207;3285;6534;6530;4;4;1593;1870;2510;557;137;186;478;5510;223;137;263;875;5025;234;137;921;2271;2353;753;99;137;130;1245;1263;573;925;959;150;1152;137;166;876;1034;1645;894;1161;396;225;137;6270;121;3;3;229;2006;2655;821;348;171;133;9;162;3094;3440;4172;170;598;570;323;701;3053;2191;448;842;892;3200;1479;963;2741;519;892;1540;227;615;5;421;2756;27;3325;4449;1956;125;4;0;20211031
AT1;AT13;AT130;91200;91208;2486;5068;5065;3;1;1213;1380;2211;263;113;446;197;4097;215;113;406;773;3609;167;113;870;989;2364;677;55;113;195;984;1234;407;622;724;99;690;113;150;545;757;1371;923;729;342;138;113;4714;218;16;7;1320;714;222;845;243;191;709;44;780;2598;2470;3019;139;505;656;184;565;2506;1846;232;484;768;2354;1178;768;2503;353;768;857;165;422;4;407;2381;17;2259;3438;1615;14;1;0;20211031
AT1;AT13;AT130;91200;91209;3116;8158;8146;12;11;1164;1348;4160;1475;12;584;30;7392;140;12;362;769;6237;778;12;965;441;4623;1752;365;12;197;2731;1922;849;563;1098;172;614;12;138;1242;2094;2138;1174;862;303;195;12;8100;37;4;5;0;63;1290;1067;3660;1795;68;38;177;4050;4108;4823;85;433;716;678;1423;4147;2892;377;742;1628;4656;1411;463;2864;953;1628;1360;504;849;1;515;3111;50;4481;6659;1488;0;11;0;20211031
AT1;AT13;AT130;91200;91210;5087;12067;12042;25;7;2330;3122;5702;906;1262;749;1245;8557;254;1262;301;1162;8642;700;1262;986;1812;5188;2506;313;1262;157;2001;2547;1110;1643;1426;355;1566;1262;170;709;1745;3247;1798;1868;843;425;1262;10570;184;31;20;556;1115;1118;1743;204;659;453;1421;4798;5792;6275;7471;313;1293;1427;353;1210;5639;4581;694;1153;1829;5206;3146;1886;5927;741;1829;2137;453;980;8;928;5602;39;5490;8490;3083;487;7;0;20211031
AT1;AT13;AT130;91200;91211;5250;11142;11137;5;1;2339;3156;4741;905;528;663;1653;7898;400;528;390;1266;8075;883;528;649;1756;5172;2441;596;528;237;1694;2100;1122;1351;1673;549;1888;528;170;718;1433;2604;2072;1947;938;732;528;10331;246;8;29;1669;1659;1383;1099;877;1308;970;279;1898;5258;5884;7973;446;915;622;212;974;5281;4133;725;1003;1628;3928;3163;2423;5227;593;1628;2409;450;835;11;655;5016;53;5407;7887;2893;361;1;0;20211031
AT1;AT13;AT130;91300;91301;256;532;527;5;0;93;198;220;21;5;4;120;374;29;5;28;36;381;82;5;34;38;192;169;94;5;22;42;102;36;78;110;36;101;5;9;25;34;99;118;128;52;62;5;512;15;0;0;226;159;34;50;25;0;0;0;38;261;271;370;33;51;26;4;48;240;210;38;44;77;133;142;180;273;13;77;114;13;42;1;14;271;0;246;412;120;0;0;0;20211031
AT1;AT13;AT130;91300;91302;3042;6398;6371;27;0;1351;1566;3127;354;34;962;1408;3607;387;34;188;381;3861;1934;34;273;588;1628;1751;2124;34;98;645;1047;609;1013;939;434;1579;34;34;299;450;1129;1117;1483;868;984;34;6237;126;0;1;2625;637;743;940;556;363;116;93;325;2933;3465;4583;552;433;174;57;599;2889;2615;387;507;991;1161;1677;2569;3003;182;991;1245;325;652;13;202;2931;11;3241;4740;1651;7;0;0;20211031
AT1;AT13;AT130;91300;91303;4759;9625;9617;8;0;2340;2672;3756;857;575;314;1924;6348;464;575;349;949;6956;796;575;687;1515;3753;2446;649;575;147;1007;1665;1046;1216;1612;454;1903;575;99;503;931;2059;1895;1844;965;754;575;8852;192;0;6;1808;510;2139;1285;1160;1377;394;192;760;4620;5005;6254;622;1111;509;114;1015;4884;3379;510;852;1252;2650;2818;2905;4844;427;1252;1920;392;790;13;431;4762;27;4392;6242;2827;556;0;0;20211031
AT1;AT13;AT130;91300;91304;5005;10402;10386;16;3;2247;2838;4673;641;272;1731;2499;5401;499;272;288;792;7055;1995;272;595;1329;3282;2775;2149;272;111;965;1892;1107;1586;1610;630;2229;272;71;359;887;2251;1890;2400;1140;1132;272;9934;180;7;9;2016;782;2078;1448;1458;1207;390;164;859;4846;5556;7708;587;863;306;93;845;4726;4189;683;804;1498;2282;2876;3746;4841;345;1498;2316;535;867;16;366;4716;45;5259;7441;2710;248;3;0;20211031
AT1;AT13;AT130;91300;91305;2156;4695;4681;14;0;893;1232;2280;290;150;1436;988;1932;189;150;148;333;2936;1128;150;245;756;1262;1074;1208;150;85;442;750;566;700;723;296;983;150;45;219;437;958;831;1013;544;498;150;4465;65;11;4;275;594;1200;790;588;290;170;138;650;2181;2514;3587;237;361;137;27;346;2110;1875;322;388;708;1150;1292;1545;2102;161;708;1082;261;381;6;181;2043;17;2448;3477;1082;136;0;0;20211031
AT1;AT13;AT130;91300;91306;1387;2652;2648;4;0;677;750;1136;89;4;482;705;1350;111;4;78;253;1777;540;4;167;292;994;723;472;4;33;231;413;292;375;503;148;653;4;15;98;190;530;530;616;381;288;4;2596;48;0;4;315;220;172;362;494;306;299;154;330;1192;1460;1928;150;201;104;19;250;1165;1046;182;259;373;613;727;939;1190;80;373;650;113;246;1;100;1151;11;1389;1853;799;0;0;0;20211031
AT1;AT13;AT130;91300;91307;1584;3357;3356;1;1;718;842;1496;300;49;476;309;2407;116;49;112;260;2484;452;49;187;628;1534;569;390;49;49;566;647;364;389;493;149;651;49;34;341;511;768;510;595;310;239;49;3241;66;1;0;329;227;1013;1285;95;48;46;28;286;1569;1788;2322;133;281;240;62;319;1622;1212;204;319;598;1130;882;747;1446;175;598;708;118;312;3;180;1387;13;1774;2416;892;48;1;0;20211031
AT1;AT13;AT130;91300;91308;3453;7244;7230;14;0;1636;2028;2723;857;555;959;1516;3946;268;555;245;684;4851;909;555;440;1113;2614;1577;945;555;105;823;1135;749;915;1143;332;1487;555;77;310;692;1463;1206;1587;739;615;555;6610;66;10;3;836;439;1139;1194;1635;484;502;217;798;3381;3863;5363;317;582;269;78;635;3103;2635;633;873;947;2442;2023;1832;2968;390;947;2054;269;616;7;299;3001;21;3916;4746;1957;541;0;0;20211031
AT1;AT13;AT130;91300;91309;2185;4470;4461;9;3;1006;1370;1695;396;267;182;113;3777;131;267;218;541;3123;321;267;551;1120;1813;554;165;267;95;540;799;457;544;756;234;778;267;74;450;574;1000;817;849;291;148;267;4032;123;42;6;65;2503;959;555;78;170;40;9;91;2097;2373;3424;96;309;240;71;330;1919;1600;402;549;561;1982;1282;645;1769;271;561;1352;142;375;4;200;1792;21;2453;2941;1268;258;3;0;20211031
AT1;AT13;AT130;91300;91310;123;281;281;0;0;43;82;124;32;0;56;84;72;69;0;11;56;199;15;0;11;39;126;85;20;0;20;67;64;18;48;43;0;21;0;0;28;32;81;46;64;19;11;0;279;2;0;0;49;0;22;7;0;0;6;0;197;135;146;243;6;20;7;0;5;128;130;3;20;56;73;85;67;172;5;56;31;8;9;3;16;158;0;104;230;51;0;0;0;20211031
AT1;AT13;AT130;91300;91311;1837;4161;4137;24;1;608;1280;2062;210;24;3345;338;335;119;24;63;40;2237;1797;24;62;144;609;1398;1924;24;40;248;433;474;746;645;407;1144;24;18;71;196;617;650;1100;722;763;24;4028;67;30;12;26;1054;433;529;602;430;298;174;615;2004;2157;3480;217;170;42;16;236;1512;2057;310;282;539;830;1294;1498;1822;66;539;1191;260;283;6;158;1711;11;2275;3403;757;0;1;0;20211031
AT1;AT13;AT130;91400;91401;4015;7563;7556;7;1;2016;2248;2970;328;12;196;1785;5234;336;12;499;1137;5251;664;12;1099;1384;3361;1466;241;12;208;1218;1528;539;1064;1256;247;1491;12;191;603;963;1847;1458;1417;681;391;12;7182;344;0;25;3001;341;506;536;726;600;251;523;1079;3752;3811;4747;352;763;770;154;777;3840;2725;336;662;922;2683;2027;1931;3887;412;922;1391;323;628;10;468;3733;31;3321;4968;2589;5;1;0;20211031
AT1;AT13;AT130;91400;91402;4492;8699;8693;6;4;2273;2310;3564;548;23;159;620;7570;327;23;879;1709;5685;403;23;2237;2207;3031;1033;168;23;416;1798;2059;603;1043;1329;184;1244;23;433;1171;1450;2072;1431;1409;466;244;23;7945;729;0;2;5029;1567;271;84;176;475;202;507;388;4450;4249;4537;352;1186;1264;387;973;4428;3062;331;878;1185;3959;2013;1542;4196;694;1185;1345;346;933;11;765;3992;37;3894;5570;3108;17;4;0;20211031
AT1;AT13;AT130;91400;91403;4697;9178;9167;11;5;2292;2540;3859;482;74;429;1608;6531;536;74;496;1082;6608;918;74;1166;1445;3215;2475;803;74;155;1335;1790;967;1170;1502;389;1796;74;176;607;1021;2177;1732;1778;887;726;74;8687;406;0;11;3634;2089;688;865;951;363;215;71;302;4350;4828;6196;548;788;650;150;846;4781;3046;458;893;1257;3003;2266;2652;4472;469;1257;1741;450;789;12;452;4384;42;4288;6167;2943;63;5;0;20211031
AT1;AT13;AT130;91400;91404;10685;20994;20980;14;11;5139;6036;8550;1258;293;154;2485;17416;646;293;1513;3301;15306;581;293;3552;4730;9097;3067;255;293;639;3604;4851;1952;2455;3489;567;3144;293;618;2190;2986;5464;3484;3781;1418;760;293;19712;984;0;5;5460;2130;2610;1860;1748;2807;1754;354;2271;10222;10772;12886;656;2158;2302;709;2283;10043;7631;1109;2211;2823;9343;5317;3511;9892;1390;2823;4329;764;1796;23;1364;9641;70;9896;14191;6513;279;11;0;20211031
AT1;AT13;AT130;91400;91405;2330;4727;4714;13;4;998;1500;2029;196;72;1360;433;2710;152;72;202;503;3437;513;72;615;652;2044;909;435;72;107;584;841;471;702;881;264;805;72;101;292;446;1209;926;974;407;300;72;4496;117;34;8;223;2361;170;239;268;255;94;175;942;2307;2420;3693;174;241;255;95;269;2012;1980;259;476;609;1766;1327;1025;2271;202;609;1115;221;309;4;247;2193;17;2266;3466;1198;59;4;0;20211031
AT1;AT13;AT130;91400;91406;6153;12064;12059;5;5;3049;3470;4564;976;457;333;1897;8952;425;457;734;1516;8747;610;457;1592;2486;5051;2130;348;457;266;1833;2290;1140;1512;2028;402;2136;457;215;1077;1500;2773;2067;2371;1005;599;457;11104;497;3;3;2689;472;1050;2112;1572;1971;1283;91;824;5732;6332;7884;397;1287;1023;243;1230;5401;4373;924;1366;1459;5022;3282;2301;5538;683;1459;2974;417;993;10;721;5357;40;5936;7875;3733;451;5;0;20211031
AT1;AT13;AT130;91400;91407;1446;3029;3022;7;7;672;724;1407;219;7;1;7;2924;90;7;179;660;2079;104;7;403;1635;902;67;15;7;95;878;751;220;286;372;40;380;7;109;684;622;766;231;521;81;8;7;2845;177;0;0;0;0;3029;0;0;0;0;0;0;1492;1537;1919;52;247;329;149;333;1545;992;152;340;543;1661;625;200;1167;323;543;558;123;315;0;188;1249;15;1577;2173;849;0;7;0;20211031
AT1;AT13;AT130;91400;91408;2006;4299;4295;4;3;844;1156;1968;328;4;972;469;2707;147;4;147;290;3148;710;4;218;778;1769;1021;509;4;40;677;899;464;580;583;227;825;4;33;425;584;1057;688;786;419;303;4;4184;105;6;0;316;233;1243;1030;512;289;92;108;476;2056;2243;3246;135;251;236;95;336;1942;1685;265;407;669;1562;1130;938;1955;227;669;973;193;282;2;195;1941;14;2147;3240;1056;0;3;0;20211031
AT1;AT13;AT130;91400;91409;97;294;294;0;0;52;58;75;109;119;0;0;175;0;119;8;30;136;1;119;10;24;80;60;1;119;0;22;42;27;34;28;2;20;119;0;0;0;52;57;42;18;6;119;175;0;0;0;2;0;0;0;0;0;109;0;183;163;131;256;2;12;8;3;13;181;74;8;31;30;132;77;55;121;68;30;49;2;24;0;9;174;4;107;127;57;110;0;0;20211031
AT1;AT13;AT130;91400;91410;4184;8654;8643;11;0;1874;2408;3801;571;227;1174;1664;5267;322;227;389;909;6365;764;227;701;1193;3377;2494;662;227;213;1086;1769;948;1139;1274;480;1518;227;151;556;779;2191;1503;1812;803;632;227;8155;224;29;19;1612;466;764;1448;1577;857;380;118;1432;4122;4532;6469;368;585;358;89;785;4053;3345;451;805;1331;2537;2376;2410;4092;329;1331;1835;436;631;11;415;3942;15;4271;6217;2221;216;0;0;20211031
AT1;AT13;AT130;91400;91411;2909;6723;6703;20;0;976;1940;3319;488;140;5169;575;612;227;140;189;190;3964;2240;140;213;236;1420;2307;2407;140;138;649;876;773;1099;911;556;1581;140;83;205;325;1149;1274;1556;986;1005;140;6229;247;51;56;65;1334;878;866;807;720;593;216;1244;3256;3467;5747;264;315;89;31;277;2610;3173;494;446;940;1732;2034;2017;3031;130;940;1908;342;372;6;264;2872;14;3567;5399;1207;117;0;0;20211031
AT1;AT13;AT130;91400;91412;2939;6719;6682;37;2;1058;1814;3386;459;142;1863;2050;2480;184;142;86;431;4559;1501;142;177;546;1874;2597;1383;142;68;750;1147;844;1062;970;491;1245;142;38;254;473;1547;1300;1552;739;674;142;6340;192;21;24;963;336;350;725;875;1148;675;154;1493;3300;3419;5349;278;443;159;68;422;2953;2958;286;522;1098;1866;1913;1842;3110;226;1098;1479;284;522;15;313;2966;25;3400;5306;1309;102;2;0;20211031
AT1;AT13;AT130;91500;91501;5598;10495;10486;9;6;2879;3068;3945;597;29;93;809;9107;457;29;836;1974;7096;560;29;2227;2776;4353;982;128;29;430;1905;2271;768;1307;1795;221;1769;29;396;1244;1668;2469;1834;1831;732;292;29;9899;567;0;0;3396;2667;1650;691;958;205;483;414;31;5167;5328;5741;522;1190;1360;527;1155;5321;3560;507;1107;1266;4693;2503;2033;5046;810;1266;1974;404;995;5;718;5015;26;4731;6689;3780;20;6;0;20211031
AT1;AT13;AT130;91500;91502;5156;9926;9922;4;3;2555;2820;3930;618;6;216;704;8434;566;6;985;2124;6401;410;6;2571;2470;3353;1276;250;6;571;2141;2243;577;1290;1409;197;1492;6;519;1451;1367;2319;1606;1711;593;354;6;9013;867;0;40;7645;413;28;216;290;286;360;32;656;5174;4752;4845;564;1289;1521;386;1321;5442;3335;313;836;1188;4097;2348;2293;5326;738;1188;1232;458;984;18;775;5133;44;3956;6239;3682;2;3;0;20211031
AT1;AT13;AT130;91500;91503;5854;12525;12505;20;12;2681;3162;5331;1339;497;236;947;10255;590;497;710;2206;8617;495;497;2048;2566;5265;1832;317;497;472;2812;2848;866;1349;1696;264;1721;497;420;1575;2011;3005;1849;1940;772;456;497;11191;805;0;32;7437;723;263;432;1094;760;348;143;1325;6533;5992;6028;756;1610;1700;481;1950;7138;4047;369;971;1639;5065;2985;2836;6352;950;1639;1421;710;1453;17;950;6125;54;5379;7831;4206;476;12;0;20211031
AT1;AT13;AT130;91500;91504;4129;8646;8635;11;11;1992;2312;3354;977;539;93;680;6979;355;539;710;1894;5206;297;539;1912;1937;3001;1053;204;539;359;1810;2047;556;831;1295;193;1016;539;274;1056;1386;1992;1330;1347;465;257;539;7511;596;0;0;4346;480;140;353;848;638;231;0;1610;4555;4091;4161;494;1150;1095;395;1351;4906;2715;311;714;1005;3728;2134;1779;4237;650;1005;1172;605;977;11;613;4124;37;3861;5172;2968;495;11;0;20211031
AT1;AT13;AT130;91500;91505;5267;11282;11263;19;6;2387;2924;4755;1210;367;215;991;9034;675;367;711;1604;8106;494;367;1664;2432;4695;1909;215;367;471;2280;2383;983;1409;1506;294;1589;367;343;1431;1745;2822;1783;1690;735;366;367;10313;549;0;53;4601;431;637;1679;2076;1222;57;135;444;5543;5739;6240;489;1107;1340;519;1587;5733;3932;641;976;1493;5053;2621;2115;5122;859;1493;2132;524;1152;8;749;5055;35;5435;7500;3428;348;6;0;20211031
AT1;AT13;AT130;91500;91506;7291;14391;14378;13;8;3625;3928;5719;1111;365;233;1134;11934;725;365;1427;2627;9499;473;365;3270;3648;5603;1265;240;365;599;2977;3244;1066;1812;2010;251;2067;365;579;1913;2282;3541;2208;2262;858;383;365;12787;1238;0;1;8403;634;1260;469;1213;784;540;32;1056;7403;6988;7307;647;1861;2125;720;1731;7491;4953;657;1290;1804;6574;3253;2760;7086;1203;1804;2268;589;1441;18;1226;6812;50;6285;9024;5007;352;8;0;20211031
AT1;AT13;AT130;91500;91507;4325;8342;8327;15;11;2294;2380;2963;694;437;283;259;7047;316;437;510;1378;5777;240;437;1605;2398;2901;908;93;437;228;1340;1734;544;1062;1376;191;1430;437;206;911;1229;1952;1394;1494;495;224;437;7534;370;0;1;2149;2903;847;844;457;421;365;50;306;4013;4329;4979;281;764;1078;424;816;3953;2823;573;993;916;4273;2034;1119;3617;662;916;1954;424;769;10;628;3550;32;4122;5043;2895;393;11;0;20211031
AT1;AT13;AT130;91600;91601;7155;14005;13990;15;15;3480;4032;5401;1077;64;313;1829;10913;886;64;1149;2699;9616;477;64;2829;3520;5577;1742;273;64;717;2940;2984;1016;1761;2073;314;2136;64;580;1965;2053;3299;2246;2417;876;505;64;12842;989;0;110;7862;479;1315;1476;1286;701;332;17;537;7033;6972;7210;922;1606;1750;663;1854;7712;4563;576;1154;1766;5680;3177;3382;6958;1038;1766;2075;671;1497;23;973;6774;62;6173;8827;5117;46;15;0;20211031
AT1;AT13;AT130;91600;91602;3955;8043;8040;3;0;1898;2096;3359;690;62;251;629;6611;490;62;1086;1374;5114;407;62;2243;1940;2659;955;184;62;633;1894;1764;534;976;945;137;1098;62;467;1472;1349;1765;1120;1121;450;237;62;6896;966;0;119;6117;210;253;393;264;382;124;58;242;4322;3721;3580;405;1183;1344;372;1159;4264;2786;271;722;1049;3761;1669;1564;3859;657;1049;1107;353;1018;9;674;3683;35;3642;5103;2881;59;0;0;20211031
AT1;AT13;AT130;91600;91603;6448;12707;12700;7;7;3135;3480;5302;783;16;75;814;10936;866;16;1027;2251;9204;209;16;2279;4139;5163;997;113;16;432;2819;3092;1032;1462;1839;252;1763;16;458;1843;2289;3192;1888;1966;789;266;16;12205;486;0;0;2488;2637;3801;1152;1335;341;418;83;452;6242;6465;7582;259;1104;1729;756;1277;6096;4527;666;1418;1831;6511;2798;1567;5713;955;1831;2540;440;1228;6;753;5772;35;6141;8726;3965;9;7;0;20211031
AT1;AT13;AT130;91600;91604;4253;8419;8408;11;0;2071;2278;3517;553;11;140;1043;6819;406;11;656;1106;6261;385;11;1345;1663;3849;1390;161;11;275;1620;1959;739;1003;1287;191;1334;11;261;858;1338;2142;1419;1447;640;303;11;7959;418;0;31;3167;105;499;1160;861;1599;272;448;308;4111;4308;5031;358;768;978;392;892;4186;3047;406;780;1173;3625;2075;1546;4091;517;1173;1503;385;750;4;538;3987;25;3865;5697;2722;0;0;0;20211031
AT1;AT13;AT130;91600;91605;8221;16186;16180;6;2;4062;4486;6329;1307;378;377;1971;12613;847;378;1475;2697;11079;557;378;3351;3794;6217;2185;261;378;743;2977;3577;1269;2015;2490;346;2391;378;666;1863;2298;3962;2669;2781;1045;524;378;14788;1005;0;15;7658;1116;1008;808;1825;1110;630;743;1288;8142;8044;9195;705;1998;2220;497;1571;8045;5823;759;1559;2011;6998;4001;3176;8049;951;2011;2908;679;1588;19;1362;7437;46;7322;10435;5382;367;2;0;20211031
AT1;AT13;AT130;91600;91606;5159;10404;10399;5;3;2503;2686;4372;840;48;187;1066;8735;368;48;709;1829;7293;525;48;2072;1894;4234;1935;221;48;323;2275;2240;888;1173;1780;261;1416;48;352;1125;1886;2417;1992;1576;634;374;48;9986;370;0;0;2202;2949;315;2069;197;1596;424;218;434;5106;5298;6463;306;860;1200;621;954;4921;3751;585;1147;1404;4988;2413;1599;4542;747;1404;2243;428;1040;8;709;4465;41;5181;7153;3208;40;3;0;20211031
AT1;AT13;AT130;91600;91607;6055;12047;12042;5;2;2902;3316;5043;784;104;121;1138;10351;333;104;801;2296;8420;426;104;2028;2789;4991;2022;113;104;411;2419;2780;989;1319;2174;287;1564;104;373;1361;1903;2948;1958;2254;686;460;104;11347;594;0;2;4045;682;2078;643;1471;431;323;409;1965;5973;6074;7468;393;1037;1259;493;1397;6097;4218;543;1189;1783;5145;2856;2263;5766;821;1783;2178;481;1018;13;703;5699;50;5582;8198;3748;99;2;0;20211031
AT1;AT13;AT130;91600;91608;1802;3675;3666;9;1;893;1078;1236;467;317;1206;110;1960;82;317;186;338;2556;278;317;439;729;1396;554;240;317;86;452;591;305;474;619;114;717;317;77;258;340;846;612;728;313;184;317;3291;26;33;8;51;716;559;1024;491;142;209;65;418;1785;1890;2738;73;198;182;110;374;1602;1399;267;407;443;1626;1014;592;1568;184;443;980;132;368;5;189;1525;16;1940;2359;1009;306;1;0;20211031
