Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_0;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REFDAT
AT1;AT13;AT130;90400;90403;6116;12009;11997;12;5;2977;3602;4498;927;474;147;1815;8859;714;474;479;1075;8318;1663;474;848;1798;3830;3198;1861;474;232;1192;1792;1150;1789;1971;700;2709;474;174;576;868;2233;2311;2763;1399;1211;474;10397;488;155;495;8117;104;1093;1099;657;775;73;55;36;5616;6393;8182;948;857;743;176;1103;5892;4082;894;1141;1905;5167;3607;1330;5694;370;1330;2408;919;1288;25;480;5493;56;5955;7552;3980;462;5;10;20111031
AT1;AT13;AT130;90400;90404;3456;6728;6724;4;4;1662;1946;2750;366;77;55;1192;4985;419;77;263;688;4985;715;77;548;1113;2504;1864;622;77;139;857;1127;665;959;1103;381;1420;77;100;444;720;1465;1251;1390;675;606;77;6178;280;71;122;3236;186;1872;843;237;236;73;24;21;3134;3594;4602;435;443;459;162;627;3320;2320;497;591;1281;2921;1652;874;3015;292;874;1389;503;655;3;294;2959;42;3430;4434;2213;73;4;4;20111031
AT1;AT13;AT130;90500;90501;6176;11207;11194;13;13;3275;3404;4083;432;124;203;1536;8567;777;124;639;1525;8125;794;124;1491;2058;4596;2196;742;124;285;1407;1978;971;1459;2090;451;2442;124;231;745;1218;2273;2049;2540;1169;858;124;9415;487;194;987;6803;467;244;1020;1078;840;405;145;205;5416;5791;7729;750;792;845;291;800;5781;3780;578;1068;2062;4966;2918;1261;5688;449;1261;2030;633;1146;19;594;5453;67;5074;6872;4202;111;13;9;20111031
AT1;AT13;AT130;90500;90502;9947;19211;19168;43;43;4965;5324;7793;1086;51;237;2415;15426;1082;51;1470;3490;13593;607;51;3897;5565;7434;1992;272;51;819;3967;4254;1394;2449;2794;405;3078;51;737;2666;3046;4689;2987;3143;1228;664;51;16377;887;446;1450;6676;4462;4721;1401;650;290;528;402;81;9417;9794;11376;715;1597;2353;1108;2062;9090;6851;1189;2081;5590;8331;2653;2637;8531;1228;2637;3578;1009;2228;14;1188;8402;121;9486;12659;6498;8;43;3;20111031
AT1;AT13;AT130;90500;90503;8149;16051;16012;39;30;4086;4390;6280;1265;564;258;2423;11780;1026;564;1420;2598;10862;607;564;3562;3786;5889;1903;347;564;686;3011;3187;1241;1907;2410;446;2599;564;643;2178;2245;3488;2602;2626;1114;591;564;12217;754;299;2217;9230;2252;1072;941;1268;391;395;120;382;7891;8160;9328;748;1417;2241;909;1408;7800;5630;993;1628;4526;6736;2697;2092;7379;862;2092;2877;926;1915;18;1084;7030;86;7833;10066;5419;525;30;11;20111031
AT1;AT13;AT130;90500;90504;3331;6126;6119;7;6;1690;1958;2189;283;7;110;757;4882;370;7;344;886;4442;447;7;891;1278;2418;1245;287;7;165;875;1108;470;865;1127;226;1283;7;146;495;732;1246;1164;1392;583;361;7;5305;264;64;486;4381;182;242;303;159;379;244;81;155;2974;3152;3867;411;504;603;164;577;3282;2036;295;513;1181;2784;1504;657;3180;300;657;970;390;629;6;352;3087;25;2656;3775;2343;0;6;2;20111031
AT1;AT13;AT130;90600;90601;3749;7316;7226;90;88;1798;2240;2782;408;220;115;541;5958;482;220;234;713;4904;1245;220;533;966;2243;1983;1371;220;124;725;1050;683;1073;1253;403;1785;220;114;347;465;1345;1287;1720;810;1008;220;6261;361;102;372;5948;158;104;375;148;338;140;75;30;3527;3789;5128;552;490;394;110;642;3713;2517;439;647;1099;3197;2242;778;3573;295;778;1327;535;808;13;250;3562;37;3454;4637;2457;130;88;4;20111031
AT1;AT13;AT130;90600;90602;4854;9004;8995;9;9;2500;2760;3196;539;100;181;1436;6640;647;100;543;1392;6441;528;100;1217;2144;3437;1702;404;100;267;1272;1731;776;1274;1551;278;1755;100;216;827;917;2071;1586;1925;787;575;100;7790;388;127;599;4351;915;1009;643;730;691;276;91;298;4385;4619;5745;597;687;732;270;973;4759;2916;484;845;1732;3985;2244;1043;4444;444;1043;1457;616;1000;4;486;4332;54;4128;5489;3406;91;9;9;20111031
AT1;AT13;AT130;90600;90603;6739;13055;12910;145;142;3446;3824;4618;1025;711;170;2232;9052;890;711;529;1499;9215;1101;711;1117;2012;4713;3399;1103;711;234;1370;2085;1258;1651;2375;615;2756;711;154;652;1156;2603;2232;2975;1396;1176;711;11319;418;123;484;7458;338;495;555;1402;1796;643;205;163;6166;6889;9018;896;883;865;265;1128;6743;4248;834;1230;2261;5942;3523;1329;6603;525;1329;2430;836;1332;11;553;6485;72;5934;7853;4481;566;142;13;20111031
AT1;AT13;AT130;90700;90701;2961;5427;5422;5;5;1509;1676;2093;144;17;95;343;4629;343;17;203;559;3998;650;17;423;804;1921;1593;669;17;94;551;839;556;785;964;308;1313;17;62;233;423;1091;982;1362;620;637;17;4861;217;89;243;4570;68;196;55;153;200;11;59;115;2576;2851;3748;496;286;355;94;448;2841;1812;268;506;866;2209;1732;620;2867;180;620;887;348;525;7;217;2790;29;2384;3394;2009;12;5;7;20111031
AT1;AT13;AT130;90700;90702;1571;2860;2858;2;1;810;880;1075;94;3;53;263;2407;134;3;95;255;2128;379;3;181;355;1156;686;479;3;21;284;398;331;419;535;147;722;3;24;113;200;520;613;643;381;363;3;2694;71;28;64;2248;64;0;64;0;29;190;27;238;1345;1515;2009;286;187;129;33;216;1552;910;158;240;322;1155;1060;323;1524;71;323;425;188;329;1;101;1482;10;1266;1793;1063;0;1;3;20111031
AT1;AT13;AT130;90700;90703;2487;4495;4492;3;3;1308;1382;1623;179;49;70;364;3671;341;49;163;546;3227;510;49;402;681;1743;989;631;49;52;427;683;467;673;908;182;1054;49;45;207;262;929;844;1160;578;421;49;4138;136;51;121;2783;218;271;425;101;262;155;50;230;2112;2383;3177;330;284;288;71;345;2376;1448;254;417;631;1941;1442;481;2419;159;481;749;264;423;4;188;2357;29;1917;2692;1754;46;3;0;20111031
AT1;AT13;AT130;90700;90704;4984;9677;9668;9;7;2593;2658;3580;839;544;127;1220;7209;577;544;429;958;6944;802;544;930;1362;3195;2960;686;544;137;1026;1588;1009;1228;1553;454;2138;544;155;488;771;2006;1634;2201;911;967;544;8143;317;117;556;6722;284;36;231;494;1163;421;119;207;4546;5131;6644;743;576;737;247;730;5061;3180;652;784;1645;4394;2650;988;4901;316;988;1733;797;942;4;462;4694;46;4471;5745;3387;535;7;3;20111031
AT1;AT13;AT130;90700;90705;4254;7560;7551;9;9;2290;2290;2760;211;22;130;1230;5716;462;22;428;983;5549;578;22;1090;1275;3096;1611;466;22;163;845;1328;755;1002;1373;297;1775;22;188;431;664;1644;1494;1656;864;597;22;6443;268;104;723;5537;312;256;243;319;467;198;138;90;3584;3976;4939;588;600;672;180;581;4173;2386;370;631;1249;3360;2151;800;3936;294;800;1095;583;852;7;371;3813;34;3335;4458;3075;13;9;5;20111031
AT1;AT13;AT130;90800;90801;2330;5343;5342;1;0;1149;1290;1816;1088;913;79;272;3794;285;913;160;459;2933;878;913;349;684;1344;1156;897;913;58;461;721;431;651;833;199;1076;913;45;230;299;902;805;1096;528;525;913;4049;132;40;209;4281;289;178;219;142;71;113;14;36;2900;2443;3410;436;449;389;66;593;3008;1654;233;448;779;2388;1657;519;2302;152;519;742;412;1216;5;195;2222;25;2896;2918;1507;912;0;6;20111031
AT1;AT13;AT130;90800;90802;5570;10839;10833;6;5;2778;3214;4024;818;514;242;1378;7973;732;514;395;1005;7242;1683;514;752;1278;3457;3203;1635;514;112;879;1652;1136;1565;1850;627;2504;514;117;351;624;2059;2110;2558;1280;1226;514;9557;342;127;299;8240;285;478;621;444;390;219;94;68;4958;5881;7807;938;638;485;159;812;5750;3563;621;905;1335;4721;3638;1145;5364;278;1145;1883;1094;1075;10;375;5216;37;5201;6644;3680;508;5;2;20111031
AT1;AT13;AT130;90800;90803;4018;7347;7324;23;23;2153;2236;2525;410;206;75;1231;5327;508;206;302;840;5424;575;206;643;1224;2850;1868;556;206;132;794;1137;665;1052;1291;352;1718;206;95;436;532;1444;1389;1704;867;674;206;6471;218;138;314;4999;542;590;230;487;249;123;32;95;3508;3839;5185;511;437;456;119;639;3932;2417;424;574;1076;3222;2264;785;3632;242;785;1318;568;802;7;249;3581;34;3476;4306;2829;183;23;6;20111031
AT1;AT13;AT130;90900;90901;4638;8150;8138;12;9;2580;2494;2741;326;98;119;775;6708;450;98;517;1302;5705;528;98;1303;1849;3046;1455;399;98;145;922;1609;674;1033;1582;359;1728;98;120;560;915;1776;1574;1848;755;504;98;7129;353;195;375;4557;940;747;726;353;497;209;54;67;3862;4288;5590;530;535;628;185;682;4388;2470;475;817;1524;3825;1999;802;3945;328;802;1554;685;836;4;353;3865;44;3884;4719;3333;86;9;3;20111031
AT1;AT13;AT130;90900;90902;5397;10814;10804;10;9;2675;3168;3878;1084;885;131;956;8317;525;885;415;1137;7260;1117;885;937;1635;3328;2877;1152;885;145;932;1639;1033;1549;1794;618;2219;885;87;443;800;2132;1950;2442;1058;1017;885;8837;461;208;423;8204;1036;355;135;152;539;290;93;10;5155;5659;7408;826;715;723;149;993;5471;3561;785;997;1768;4801;3100;1145;5005;378;1145;2182;805;1299;8;424;4891;55;5436;6421;3504;875;9;5;20111031
AT1;AT13;AT130;90900;90903;2235;4040;4028;12;12;1218;1162;1466;182;16;66;380;3278;300;16;328;561;2767;368;16;616;739;1495;800;374;16;95;630;715;303;582;702;150;847;16;92;351;394;855;706;890;406;330;16;3564;157;83;220;2278;627;560;120;126;21;176;70;62;1901;2139;2643;298;320;347;111;321;2190;1248;242;360;690;1708;1187;455;2055;165;455;663;286;416;2;185;2000;28;1825;2474;1542;4;12;8;20111031
AT1;AT13;AT130;90900;90904;4929;9055;9052;3;3;2680;2710;2956;706;360;165;945;6877;708;360;459;1247;6321;668;360;1089;1845;3316;1942;503;360;170;1110;1529;668;1259;1580;354;2025;360;158;629;784;1841;1586;2027;938;732;360;7486;420;171;618;6691;613;289;474;346;342;106;41;153;4321;4734;5864;752;653;816;199;771;5091;2693;488;783;1509;4099;2566;881;4378;332;881;1477;981;1006;8;409;4236;45;4357;5162;3524;357;3;9;20111031
AT1;AT13;AT130;90900;90905;2612;5216;5215;1;1;1224;1428;2279;284;40;93;543;4226;314;40;166;331;3457;1222;40;278;378;1362;1595;1563;40;37;449;810;563;819;883;364;1251;40;20;179;308;872;979;1332;713;773;40;4782;196;62;136;4501;137;320;39;1;61;57;37;63;2418;2798;3638;593;282;170;48;485;2629;1886;306;395;573;2143;1854;646;2435;106;646;920;458;651;8;122;2395;16;2675;3503;1669;39;1;4;20111031
AT1;AT13;AT130;90900;90906;988;2016;2015;1;1;485;502;853;175;90;38;183;1557;148;90;40;163;1257;466;90;85;142;423;673;603;90;9;164;328;211;287;354;92;481;90;5;53;69;294;415;502;284;304;90;1718;148;25;35;1528;13;59;77;0;75;0;0;264;934;1082;1407;195;112;88;13;201;1043;695;127;151;204;803;766;243;921;40;243;330;233;249;7;54;887;12;1056;1270;655;89;1;1;20111031
AT1;AT13;AT130;91000;91001;361;899;899;0;0;114;168;557;60;0;7;122;741;29;0;22;92;770;15;0;59;55;646;130;9;0;32;299;269;40;128;63;4;64;0;25;47;206;337;130;84;53;17;0;810;10;5;74;175;0;29;26;0;0;3;6;660;449;450;487;14;90;168;84;56;442;372;20;65;271;358;64;206;468;51;206;54;31;89;0;81;432;4;382;724;175;0;0;0;20111031
AT1;AT13;AT130;91000;91002;8885;18755;18706;49;43;4074;4712;8179;1747;277;239;2878;14288;1073;277;2015;3338;12665;460;277;4344;4507;7629;1843;155;277;1212;4675;4117;1440;2009;2560;268;2197;277;1048;3111;3310;4459;2792;2441;935;382;277;15504;690;470;1814;4496;3155;4529;1434;723;3311;577;228;302;9350;9405;10419;390;1678;2905;1827;1536;8015;7493;1194;2053;6886;7649;1163;3057;7571;1439;3057;3478;695;2515;26;1542;7227;156;9804;13090;5383;228;43;11;20111031
AT1;AT13;AT130;91000;91003;3452;6856;6846;10;9;1612;1990;2857;388;10;109;611;5754;372;10;586;1042;4992;226;10;1254;2004;2899;628;61;10;334;1277;1544;620;822;1009;176;1064;10;300;954;1071;1792;1118;1001;437;173;10;5883;289;56;618;1876;66;2260;958;427;793;143;227;106;3311;3545;4290;145;518;1028;530;345;2747;2834;532;743;2215;3191;498;952;2837;411;952;1631;261;764;3;602;2584;49;3618;4789;2056;0;9;2;20111031
AT1;AT13;AT130;91000;91004;3925;7995;7977;18;16;1838;2146;3378;617;83;198;1295;5820;599;83;875;1377;5453;207;83;1788;2193;2982;859;90;83;539;1839;1750;516;974;989;157;1148;83;473;1360;1299;1723;1205;1133;476;243;83;6132;282;117;1381;4308;660;920;937;420;353;267;63;67;3994;4001;4113;224;740;1498;714;706;3399;3289;495;812;2773;3262;711;1249;3303;581;1249;1510;334;1018;16;688;3092;75;4124;5453;2455;65;16;6;20111031
AT1;AT13;AT130;91000;91005;7849;17185;17165;20;19;3312;4246;8158;1450;137;285;2713;13215;835;137;1463;2337;12172;1076;137;3087;3254;7451;3045;211;137;861;4034;3684;1614;1936;2361;368;2190;137;791;2348;2899;4704;2524;2324;1011;447;137;14297;343;198;2210;6167;1218;885;522;1939;2877;1634;1630;313;8542;8643;9713;325;1403;2856;1661;1227;7645;7190;747;1603;5520;7113;1476;3076;7551;1050;3076;2674;748;2086;30;1588;6828;119;8620;12741;4304;116;19;5;20111031
AT1;AT13;AT130;91000;91006;5490;11765;11743;22;20;2424;2930;5438;953;151;193;1482;9340;599;151;1419;2057;7753;385;151;2922;2734;4852;1008;98;151;875;3052;2610;834;1280;1407;214;1342;151;774;1996;2073;2860;1636;1409;628;238;151;8836;455;162;2161;5890;577;786;938;556;481;1129;738;670;5950;5815;5696;239;1149;2320;1381;980;5257;4778;546;1184;4216;4663;852;2034;4962;841;2034;1729;546;1653;18;1040;4620;84;6003;8369;3238;129;20;9;20111031
AT1;AT13;AT130;91000;91007;5993;11891;11881;10;10;2762;3556;4916;647;57;86;3139;7897;712;57;827;1410;9128;469;57;1520;2701;6111;1428;74;57;416;2076;2371;1173;1580;1928;313;1977;57;421;1166;1706;3162;1954;2094;941;390;57;10941;229;89;575;1661;501;1431;3707;1796;693;1027;479;596;5713;6178;7642;245;928;1558;700;818;4636;5228;840;1187;3304;5876;1103;1608;5074;611;1608;2997;419;1182;8;915;4670;71;6227;8380;3452;47;10;2;20111031
AT1;AT13;AT130;91000;91008;4406;9472;9448;24;21;1906;2472;4304;769;236;102;1470;7203;461;236;768;1461;6795;212;236;1664;2211;4028;1240;93;236;456;2213;2117;720;1033;1404;154;1139;236;411;1298;1694;2188;1476;1391;541;237;236;7960;210;149;917;2709;1427;368;1805;1115;475;293;139;1141;4713;4759;5142;197;902;1612;874;745;4042;4020;488;922;3069;4088;791;1524;4025;598;1524;1758;373;1194;8;818;3696;76;4874;6680;2552;212;21;7;20111031
AT1;AT13;AT130;91000;91009;2191;4732;4722;10;10;907;1324;2137;354;160;12;53;4167;340;160;206;505;3738;123;160;610;1131;2003;780;48;160;69;786;1145;519;696;646;115;596;160;93;532;666;1386;635;867;256;137;160;4321;69;144;38;86;1476;739;0;0;568;921;300;642;2248;2484;3322;63;274;527;267;279;2096;1797;314;525;1388;2196;350;798;2152;282;798;1002;133;365;5;350;2044;26;2307;3450;1122;150;10;0;20111031
AT1;AT13;AT130;91000;91010;8387;16190;16149;41;40;4154;4854;6055;1087;193;71;1324;14003;599;193;1457;2670;11689;181;193;3383;4792;6647;1090;85;193;580;3327;3551;1139;2231;2550;336;2283;193;664;2251;2632;3774;3106;2247;1099;224;193;14899;277;343;478;1272;3181;4208;4830;1087;927;151;262;272;7690;8500;10976;269;878;1873;1272;922;6350;6293;1506;2041;5627;7519;804;2240;5932;1131;2240;4645;447;1795;18;1039;5826;139;9168;10953;5044;152;40;1;20111031
AT1;AT13;AT130;91000;91011;4131;8940;8919;21;21;1786;2328;3928;877;93;816;48;7722;261;93;557;1077;6705;508;93;1381;1195;3942;2185;144;93;283;1894;1971;894;914;1533;276;1082;93;181;880;1705;2244;1605;1441;491;300;93;8406;160;259;22;4;2299;74;1874;577;3488;460;63;101;4350;4590;6500;115;357;584;751;633;3693;3569;658;1020;2755;4087;500;1598;3256;621;1598;2235;318;912;3;538;3245;78;5076;6702;2145;72;21;0;20111031
AT1;AT13;AT130;91000;91012;1152;2462;2462;0;0;467;626;1291;78;0;1;462;1999;0;0;16;99;1974;373;0;43;163;1292;942;22;0;0;170;432;498;367;499;42;454;0;0;66;255;701;438;640;240;122;0;2462;0;0;0;0;0;0;0;0;0;21;2406;35;1228;1234;1713;77;170;173;66;263;1273;960;26;203;312;1094;546;510;1464;75;510;150;94;169;3;181;1331;24;923;1891;571;0;0;0;20111031
AT1;AT13;AT130;91000;91013;2882;5136;5127;9;9;1442;1912;1615;158;9;421;52;4514;140;9;219;945;3826;137;9;650;1936;2215;286;40;9;123;552;978;480;694;1231;134;935;9;130;377;716;1500;912;1022;376;94;9;4893;189;42;3;0;987;1053;2212;760;29;11;62;22;2344;2792;4220;70;188;389;149;120;1800;2090;601;645;1364;2985;250;537;2033;235;537;1845;140;346;2;339;1892;32;2871;3456;1670;0;9;1;20111031
AT1;AT13;AT130;91000;91014;2099;4045;4038;7;7;934;1412;1498;194;7;58;2;3902;76;7;121;506;3324;87;7;379;2111;1259;277;12;7;37;582;705;523;512;911;92;676;7;52;421;792;1190;619;734;191;39;7;3750;262;19;7;2;2;2972;552;451;50;14;0;2;1896;2149;3332;78;147;255;112;121;1535;1600;391;519;1100;2237;231;477;1621;192;477;1325;123;307;2;254;1530;22;2237;2850;1188;0;7;0;20111031
AT1;AT13;AT130;91000;91015;2771;5978;5971;7;5;1022;1774;3001;176;16;853;304;4690;115;16;119;374;4574;895;16;301;807;3758;944;152;16;81;713;1087;798;946;1062;258;1017;16;62;278;756;2046;1227;937;508;148;16;5875;32;41;14;86;202;242;800;286;150;269;2169;1774;2849;3129;4546;95;303;571;228;235;2688;2559;211;520;1191;3045;595;1147;3156;246;1147;902;193;334;5;488;2873;35;2577;4762;1201;9;5;1;20111031
AT1;AT13;AT130;91000;91016;2872;5930;5913;17;12;1213;1948;2333;424;257;1644;74;3769;186;257;278;608;3917;870;257;904;1006;1615;1510;638;257;124;567;906;648;820;1130;399;1079;257;136;409;593;1178;1135;1366;545;311;257;5275;178;212;8;1;2347;372;878;253;856;687;306;230;2848;3082;5039;106;258;203;109;215;2103;2597;594;636;1253;3403;596;678;2430;260;678;1917;241;404;0;384;2267;33;3246;4228;1450;240;12;0;20111031
AT1;AT13;AT130;91000;91017;364;894;894;0;0;89;252;504;49;0;351;117;381;45;0;2;33;689;170;0;12;58;256;407;161;0;6;61;191;138;172;126;85;115;0;0;32;43;266;186;218;87;62;0;860;16;1;17;84;49;17;123;183;254;93;7;84;442;452;818;17;18;22;6;13;336;456;43;59;138;513;94;149;463;22;149;183;37;40;17;86;378;4;409;777;117;0;0;0;20111031
AT1;AT13;AT130;91000;91018;2017;4356;4350;6;0;780;1162;2283;131;31;915;381;2884;145;31;135;347;3354;489;31;177;436;1879;1438;395;31;26;484;783;801;740;711;129;651;31;21;112;402;1310;991;824;434;231;31;4265;46;2;12;187;134;275;145;147;47;1651;920;850;2096;2260;3720;102;199;164;34;137;1985;1746;172;453;697;2275;562;822;2396;124;822;599;188;227;14;329;2129;40;1844;3401;932;21;0;2;20111031
AT1;AT13;AT130;91000;91019;1267;2668;2653;15;1;492;866;1164;145;24;1025;519;858;242;24;78;143;1882;541;24;125;363;706;992;458;24;36;218;418;333;403;470;195;571;24;19;121;224;516;554;647;324;239;24;2514;71;10;49;290;125;324;563;107;264;579;146;270;1267;1401;2187;76;164;127;32;82;974;1266;185;243;471;1527;349;321;1278;49;321;708;128;184;10;185;1120;11;1342;2042;617;8;1;0;20111031
AT1;AT13;AT130;91000;91020;4635;9511;9492;19;19;1905;3424;3406;757;250;24;4;9090;143;250;284;574;8309;94;250;483;888;6389;1491;10;250;50;1369;1735;922;1529;1743;412;1501;250;24;550;1380;2174;2423;1405;977;328;250;9249;0;3;9;0;0;0;4652;4859;0;0;0;0;4327;5184;7653;136;432;444;557;289;3060;4176;1162;1113;2910;5151;309;1141;2991;513;1141;3896;264;706;2;507;2930;52;6020;6975;2286;231;19;0;20111031
AT1;AT13;AT130;91000;91021;2652;6564;6553;11;11;748;1720;3567;518;344;245;318;5574;83;344;141;333;5458;288;344;167;323;4013;1682;35;344;40;683;1453;1366;790;1123;185;580;344;10;174;768;2390;1206;1113;322;237;344;6212;2;4;2;0;1;1;20;23;2634;3544;117;224;2980;3584;5413;91;275;252;198;335;2797;2608;419;740;1550;3586;458;970;3487;285;970;1043;404;375;6;504;3194;55;2805;5306;911;332;11;4;20111031
AT1;AT13;AT130;91000;91022;3214;6443;6435;8;8;1491;1868;2615;461;53;98;1651;4007;634;53;492;993;4730;175;53;1016;1523;2905;878;68;53;363;1281;1190;530;806;957;213;1050;53;316;853;938;1369;1113;1040;515;246;53;5532;159;44;655;2280;185;1098;1382;405;254;195;531;113;3141;3302;3515;208;755;1007;397;561;2743;2704;416;580;1838;2955;755;895;2853;356;895;1302;283;754;11;522;2617;43;3250;4368;2018;45;8;4;20111031
AT1;AT13;AT130;91000;91023;4409;9322;9294;28;28;2104;2330;3871;989;384;124;980;7484;350;384;745;1415;6566;212;384;1644;2276;3953;987;78;384;312;2082;2161;737;986;1366;124;1170;384;312;1178;1653;2468;1395;1225;517;190;384;7937;193;229;579;1516;1616;966;2240;119;18;536;1527;784;4517;4805;5898;162;731;1209;726;596;4195;3335;750;1042;2989;4067;620;1646;3850;627;1646;1913;351;935;9;805;3576;60;4872;6296;2637;356;28;5;20111031
AT1;AT13;AT130;91100;91101;967;1744;1743;1;1;587;442;521;193;156;36;173;1362;17;156;38;194;1257;99;156;90;302;782;410;4;156;8;114;230;206;221;382;20;407;156;8;63;85;339;298;443;219;133;156;1583;5;0;0;2;6;4;0;0;0;347;651;734;884;860;1195;117;123;91;81;137;1135;456;34;119;182;887;467;208;1019;39;208;87;238;153;1;108;929;19;687;866;713;155;1;9;20111031
AT1;AT13;AT130;91100;91102;6448;13220;13179;41;33;2887;3820;5545;935;146;152;1302;11054;566;146;928;1821;10021;304;146;2179;3560;5778;1447;110;146;511;2559;2957;1243;1526;2102;329;1847;146;493;1744;2306;3275;2239;1947;774;296;146;11715;338;145;876;2490;1776;2566;2453;1953;782;231;362;607;6436;6784;8588;279;941;1690;832;890;5438;5370;933;1479;4346;5991;854;2029;5485;879;2029;3001;431;1395;20;966;5256;97;6881;9449;3630;105;33;3;20111031
AT1;AT13;AT130;91100;91103;7657;16090;16045;45;43;3492;4186;7030;1339;251;210;2091;12725;813;251;1192;2723;11155;769;251;2959;3742;6449;2522;167;251;790;3451;3598;1304;1896;2331;321;2148;251;756;1967;2629;4200;2643;2313;941;390;251;13809;411;391;1228;3188;2264;2680;2589;732;2021;1208;901;507;7986;8104;9858;333;1194;2331;1219;1155;7152;6228;907;1803;5066;7221;1135;2668;7151;1068;2668;2766;637;1800;4;1409;6651;116;7910;11439;4398;206;43;4;20111031
AT1;AT13;AT130;91100;91104;2170;4464;4454;10;6;865;1478;1910;205;10;81;466;3675;232;10;291;604;3452;107;10;637;994;2266;524;33;10;160;717;965;483;580;825;136;588;10;144;519;706;1105;740;825;268;147;10;4053;139;26;236;668;1;1632;561;675;868;30;9;20;2220;2244;3035;69;286;557;243;274;1623;2043;296;502;1476;2157;220;611;1854;261;611;1137;119;482;1;348;1740;21;2354;3388;1068;0;6;2;20111031
AT1;AT13;AT130;91100;91105;5346;10767;10743;24;19;2348;3250;4622;528;25;627;328;9551;236;25;384;1402;8579;377;25;919;3066;5240;1288;229;25;244;1672;2337;1176;1558;1777;380;1598;25;228;975;1561;3138;1836;1932;753;319;25;10393;95;216;38;235;1915;1496;2250;694;858;1482;786;1051;5170;5597;8248;180;591;806;472;470;4625;4122;722;1298;2999;5359;719;1690;5073;649;1690;2207;309;839;5;842;4762;97;5061;7915;2832;1;19;0;20111031
AT1;AT13;AT130;91100;91106;133;321;321;0;0;41;76;173;31;0;182;0;116;23;0;4;20;257;40;0;28;55;93;120;25;0;0;72;36;55;62;49;10;37;0;11;45;17;77;67;79;15;10;0;301;9;4;7;59;56;11;0;0;1;162;0;32;166;155;264;2;12;24;14;5;121;158;15;27;84;171;10;56;172;5;56;51;15;22;0;26;150;0;145;261;60;0;0;0;20111031
AT1;AT13;AT130;91100;91107;3141;6592;6579;13;13;1242;2126;2778;433;13;1030;92;5325;132;13;348;529;5450;252;13;548;1491;3334;1093;113;13;167;1178;1299;737;1046;949;240;963;13;116;681;1007;1723;1347;1056;463;186;13;6406;76;14;83;520;253;428;3612;445;131;556;151;496;3041;3551;5097;117;379;450;308;241;2523;2776;528;765;1867;3445;311;969;2579;350;969;1922;230;542;11;471;2402;36;3672;5046;1533;0;13;0;20111031
AT1;AT13;AT130;91100;91108;356;778;778;0;0;118;240;405;15;8;0;2;750;18;8;35;36;666;33;8;44;24;424;267;11;8;0;50;145;183;122;143;44;83;8;0;7;30;302;154;192;38;47;8;770;0;0;0;4;1;1;0;8;0;725;11;28;375;403;676;7;21;42;6;26;363;305;18;92;117;442;87;132;473;27;132;61;49;36;1;85;404;10;278;628;142;8;0;0;20111031
