Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_0;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REFDAT
AT1;AT13;AT130;91600;91609;2581;5102;5087;15;2;1135;1674;2116;175;71;1382;910;2399;340;71;149;269;3708;905;71;263;615;1755;1448;950;71;60;353;626;612;830;1016;369;1165;71;5;163;313;1028;1101;1261;660;500;71;4938;66;8;19;477;464;739;1215;393;493;677;324;320;2377;2725;4511;188;181;85;11;126;1964;2336;396;406;454;2533;1434;681;2319;70;681;1461;231;340;5;209;2147;26;2715;3727;1317;54;2;2;20111031
AT1;AT13;AT130;91600;91610;4968;10122;10104;18;17;2344;2576;4481;704;18;243;726;8556;579;18;1685;1785;6276;358;18;3610;2508;3059;754;173;18;856;2592;2317;706;1025;1238;190;1180;18;868;2030;1828;2158;1369;1231;429;191;18;6302;399;158;3245;8018;1145;283;0;371;173;109;23;0;5188;4934;4825;297;912;2322;1045;721;4662;3851;520;1089;3758;3751;1022;1591;4440;691;1591;1545;432;1423;6;891;4151;63;5011;6841;3251;0;17;13;20111031
AT1;AT13;AT130;91700;91701;5248;10142;10126;16;7;2560;2938;4108;529;41;431;1373;7695;602;41;1046;1591;6778;686;41;2459;2098;3815;1441;288;41;515;1784;2075;809;1349;1496;299;1774;41;583;1260;1359;2326;1751;1677;677;468;41;7611;380;107;2003;6378;323;545;369;1070;891;219;256;91;4939;5203;6112;361;980;1571;437;681;4748;3914;503;977;2658;4412;1706;1366;4976;504;1366;1674;549;1073;9;798;4606;51;4678;6727;3381;25;7;2;20111031
AT1;AT13;AT130;91700;91702;6808;13605;13567;38;33;3270;3706;5649;947;229;363;2063;10142;808;229;1094;2214;9334;734;229;2454;3159;5639;1741;383;229;636;2513;2946;1000;1659;2158;336;2128;229;557;1689;1974;3143;2235;2288;964;526;229;11137;483;187;1569;6695;789;1297;1017;1463;1447;430;343;124;6645;6960;8070;532;1157;2160;636;1050;6491;4971;768;1375;3708;6004;2031;1862;6186;729;1862;2412;764;1652;14;967;5827;85;6712;8954;4420;191;33;7;20111031
AT1;AT13;AT130;91700;91703;8447;16861;16825;36;28;4077;4670;6864;1222;421;340;2113;13157;830;421;1370;2401;11716;953;421;3241;3858;6789;2254;298;421;656;2979;3340;1543;2049;2643;493;2737;421;652;2039;2377;4064;2800;2768;1185;555;421;13549;498;309;2084;7464;2469;1152;1558;1321;1281;443;933;240;8312;8549;10842;560;1277;2518;683;981;7771;6218;987;1885;4674;7395;2451;2341;7598;977;2341;3295;912;1738;11;1270;7169;99;8312;11269;5177;385;28;2;20111031
AT1;AT13;AT130;91700;91704;1642;3648;3627;21;0;674;1090;1452;432;289;1130;371;1617;241;289;209;281;2198;671;289;286;388;1135;952;598;289;101;346;575;362;533;546;213;683;289;58;194;272;707;679;755;390;304;289;3252;52;27;28;282;389;444;449;247;904;350;251;332;1587;2061;3031;168;153;133;21;142;1369;1572;377;330;592;1715;849;492;1521;95;492;1074;171;295;0;143;1454;15;2036;2572;805;268;0;3;20111031
AT1;AT13;AT130;91700;91705;2820;5880;5867;13;4;1183;1676;2706;311;18;1508;1245;2792;317;18;242;417;3976;1227;18;461;925;1908;1524;1044;18;123;677;939;612;997;970;336;1208;18;133;361;483;1380;1040;1301;630;534;18;5617;152;44;49;683;695;1377;1083;650;384;463;322;223;2735;3145;4802;225;272;247;76;258;2446;2508;422;504;866;2506;1548;960;2527;183;960;1431;263;516;4;241;2440;24;3171;4443;1423;5;4;5;20111031
AT1;AT13;AT130;91700;91706;1135;2385;2383;2;0;482;678;1109;116;58;782;620;765;160;58;171;203;1472;481;58;234;338;572;707;476;58;81;170;452;274;325;418;159;448;58;44;131;165;467;461;599;261;199;58;2199;100;12;16;283;202;515;258;424;236;255;97;115;1114;1271;1874;119;135;68;15;174;1041;972;137;235;294;1082;673;336;990;67;336;571;151;270;9;70;964;11;1331;1733;587;56;0;9;20111031
AT1;AT13;AT130;91800;91801;971;1949;1944;5;1;448;568;797;135;30;301;704;719;195;30;23;85;1259;552;30;43;125;462;620;669;30;15;134;239;222;272;313;159;565;30;0;46;101;309;330;440;297;396;30;1861;17;6;35;808;94;400;304;137;122;47;37;0;840;1109;1440;220;93;29;8;159;873;780;158;138;180;674;810;285;826;35;285;425;141;237;1;34;816;8;1090;1374;544;25;1;5;20111031
AT1;AT13;AT130;91800;91802;6922;13472;13462;10;9;3400;3852;5486;725;366;416;1700;10140;850;366;601;1418;9439;1648;366;1530;1992;4617;3688;1279;366;235;1522;2190;1376;1945;2221;705;2912;366;319;765;1179;2909;2467;2873;1417;1177;366;11199;558;305;1044;9696;1138;467;673;645;420;115;143;175;6184;7288;9550;921;857;929;314;901;6771;4702;867;1132;2173;5655;3874;1770;6382;437;1770;2545;1050;1288;10;563;6169;67;6663;8792;4301;356;9;14;20111031
AT1;AT13;AT130;91800;91803;7669;14467;14395;72;71;3962;4094;5590;750;232;436;2182;10563;1054;232;1142;2181;10000;912;232;2657;3591;5262;2089;636;232;535;2293;2847;1151;1980;2280;407;2742;232;487;1589;1709;3342;2526;2686;1198;698;232;11499;580;262;1894;8664;1461;1089;725;980;775;147;533;93;6861;7606;9229;784;1230;1782;427;1015;7390;4934;755;1388;3212;6211;3189;1855;6945;765;1855;2368;931;1603;14;855;6737;83;6778;9113;5115;160;71;8;20111031
AT1;AT13;AT130;91800;91804;4820;8890;8883;7;1;2516;2536;3540;297;17;704;1468;6109;592;17;444;1118;6174;1137;17;1183;1645;2936;2138;971;17;159;983;1516;867;1241;1572;468;2067;17;153;534;851;1938;1743;1947;931;776;17;8178;227;164;304;3970;1299;1490;684;605;274;265;239;64;4110;4780;6831;511;522;398;89;539;4133;3212;636;909;1343;3787;2542;1218;3991;309;1218;2048;480;844;7;348;3901;38;4596;5901;2970;10;1;8;20111031
AT1;AT13;AT130;91800;91805;3950;8849;8837;12;0;1646;2260;4116;827;479;1732;2171;3872;595;479;170;430;5613;2157;479;356;726;2440;2620;2228;479;91;813;1197;1041;1268;1357;623;1980;479;52;309;569;1745;1601;1841;1106;1147;479;8168;121;40;41;1538;890;1127;1397;1301;1107;653;375;461;3918;4931;6837;680;465;191;43;633;3640;3714;855;640;1028;3455;2951;1415;3583;130;1415;2230;545;946;9;244;3425;30;5141;6429;1936;467;0;17;20111031
AT1;AT13;AT130;91900;91901;2859;5691;5681;10;6;1325;1674;2375;311;103;1050;1247;2815;476;103;212;494;3745;1137;103;382;1072;1511;1448;1175;103;61;498;979;546;965;929;343;1267;103;49;229;502;1231;1009;1314;645;609;103;5362;127;13;86;1258;185;1214;809;1065;458;262;186;254;2627;3064;4259;384;354;192;70;432;2323;2340;475;553;865;2515;1548;763;2401;165;763;1445;291;626;21;226;2285;29;3130;4012;1581;87;6;5;20111031
AT1;AT13;AT130;91900;91902;4946;9510;9489;21;19;2412;3150;3187;742;325;78;920;7671;516;325;601;1263;6996;325;325;1316;2976;3854;931;108;325;235;1495;1779;724;1426;1534;280;1712;325;241;1019;1192;2393;1542;1778;696;324;325;8488;217;199;281;1168;2807;2258;810;1363;779;304;0;21;4359;5151;6802;271;578;745;298;816;3947;3524;918;1121;2362;4859;1162;1127;3720;512;1127;2744;428;979;7;465;3693;60;5285;6212;2972;304;19;3;20111031
AT1;AT13;AT130;91900;91903;183;265;264;1;1;127;76;61;0;1;7;58;179;20;1;95;43;121;5;1;105;28;101;27;3;1;16;25;99;15;24;33;4;48;1;8;26;15;78;39;48;27;23;1;264;0;0;0;0;0;1;0;0;0;264;0;0;132;133;176;11;22;11;24;21;148;70;8;39;27;132;89;17;159;12;17;31;25;21;0;16;155;0;94;114;150;0;1;0;20111031
AT1;AT13;AT130;91900;91904;6905;13219;13187;32;20;3556;3766;4921;956;427;401;2371;9095;925;427;716;1592;9153;1331;427;1575;2286;4855;2877;1199;427;271;1763;2056;1278;1827;2264;541;2792;427;207;968;1334;2653;2514;2731;1311;1074;427;11844;377;165;406;4611;1759;2771;1499;829;819;621;199;111;6049;7170;9346;671;905;709;288;1300;6239;4569;1009;1402;2472;5970;3137;1640;5710;562;1640;2980;901;1426;17;545;5635;66;6956;8416;4385;395;20;3;20111031
AT1;AT13;AT130;91900;91905;3464;6952;6945;7;3;1677;1928;2787;557;207;603;1454;4235;453;207;390;631;4464;1260;207;650;1442;2043;1376;1234;207;127;796;1266;649;925;1087;397;1498;207;92;478;705;1504;1145;1439;691;691;207;6582;125;20;18;868;592;2771;861;648;224;297;240;451;3129;3823;5043;539;419;279;72;600;3030;2602;629;691;1143;2878;1881;1050;2734;225;1050;1699;353;891;9;222;2689;33;3999;4675;2060;200;3;14;20111031
AT1;AT13;AT130;91900;91906;2294;4834;4824;10;3;1014;1280;2199;338;75;1236;1136;1965;422;75;101;198;2976;1484;75;169;334;1287;1370;1599;75;51;330;622;555;762;790;369;1280;75;14;127;276;872;809;1105;654;902;75;4641;56;21;41;768;549;697;1569;460;269;217;128;177;2299;2535;3720;351;244;90;24;405;2010;2031;392;401;526;1992;1571;745;1988;79;745;1152;268;602;18;124;1903;21;2768;3521;1240;60;3;10;20111031
AT1;AT13;AT130;91900;91907;1351;2844;2838;6;3;567;802;1291;181;14;641;798;1133;258;14;94;120;1882;734;14;133;258;792;804;843;14;29;219;464;378;469;437;191;643;14;15;79;195;549;582;681;316;413;14;2752;46;10;22;681;135;161;814;322;193;313;64;161;1299;1545;2227;190;172;51;15;189;1188;1241;189;226;323;1176;898;447;1226;40;447;638;168;325;11;85;1158;12;1578;2143;677;8;3;13;20111031
AT1;AT13;AT130;91900;91908;6590;12406;12391;15;14;3376;3630;4720;666;250;366;2162;8772;856;250;683;1563;8978;932;250;1434;2420;5344;2411;547;250;180;1344;2383;1377;1715;2271;515;2371;250;161;733;1325;3261;2361;2499;1121;695;250;11594;214;130;218;1905;1173;1853;2910;1031;2153;916;295;170;5624;6782;9493;523;789;564;203;834;5244;4606;1178;1378;2186;6254;2490;1476;5200;488;1476;3405;648;1189;9;497;5079;89;6732;8163;3980;235;14;14;20111031
AT1;AT13;AT130;91900;91909;1767;4159;4158;1;0;821;958;1613;767;555;405;1090;1782;327;555;177;198;2154;1075;555;245;315;824;888;1332;555;46;315;567;471;524;535;278;868;555;38;150;250;609;694;801;438;624;555;3517;43;3;41;1821;350;701;603;349;71;69;113;82;2007;2152;2538;354;308;201;128;630;2187;1434;263;275;487;1733;1387;552;1605;81;552;697;623;601;5;116;1541;23;2474;2581;1022;554;0;2;20111031
AT1;AT13;AT130;91900;91910;3888;8427;8397;30;7;1607;2440;3697;676;328;1576;1593;4377;553;328;185;485;5747;1682;328;299;1188;2789;2091;1732;328;100;792;1276;908;1386;1382;531;1724;328;89;316;703;1926;1487;1802;907;869;328;7981;76;16;26;453;970;611;2531;1202;944;711;567;438;3796;4631;6649;488;436;177;59;618;3185;3683;850;709;1128;3858;2201;1240;3244;189;1240;2423;424;907;10;275;3099;47;4996;6152;1961;295;7;12;20111031
AT1;AT13;AT130;92000;92001;3959;8161;8145;16;16;1791;2102;3765;487;16;20;233;7670;222;16;509;1669;5802;165;16;1479;2522;2735;1399;10;16;306;1776;2080;739;992;1249;120;883;16;261;1107;1499;2225;1234;1301;320;198;16;7649;104;190;202;471;2536;2289;483;0;0;1281;464;637;3893;4268;5384;119;503;924;598;633;3659;3042;537;923;2537;3461;736;1427;3485;560;1427;1564;268;857;6;528;3418;74;4135;5906;2237;0;16;2;20111031
AT1;AT13;AT130;92000;92002;7440;15002;14967;35;30;3622;3932;6214;1204;282;201;1651;12148;720;282;1636;2951;9689;444;282;4000;3543;5452;1590;135;282;998;3400;2991;1088;1687;2333;277;1946;282;1057;2251;2190;3250;2621;2149;864;338;282;11666;457;324;2273;5615;2648;1506;1259;1226;232;1232;163;1121;7610;7392;8620;345;1160;2123;1223;1531;6749;5738;840;1675;4837;6273;1574;2318;6644;983;2318;2675;556;1826;23;1177;6262;125;7415;10082;4637;247;30;6;20111031
AT1;AT13;AT130;92000;92003;6397;13449;13432;17;16;2928;3604;5510;1391;438;241;2352;9588;830;438;1057;2133;9349;472;438;2697;3141;5067;1857;249;438;719;2929;2694;997;1523;1827;379;1943;438;781;1909;1918;3010;1916;2158;815;504;438;10316;517;178;2000;7684;405;1122;859;1245;1433;325;20;356;6571;6878;8071;507;960;1889;1000;1022;6133;5141;862;1313;4028;5675;1851;1895;5949;740;1895;2561;727;1577;6;975;5595;90;6783;9135;3873;421;16;4;20111031
AT1;AT13;AT130;92000;92004;3972;9114;9103;11;10;1752;2252;3649;1451;894;29;1110;6872;209;894;422;1081;6538;179;894;851;1814;3958;1558;39;894;195;1705;1852;825;1063;1290;224;1066;894;214;924;1235;2085;1749;1175;624;214;894;7824;78;8;310;764;169;1164;2173;2336;514;1381;380;233;4396;4718;5779;226;682;842;538;1047;4461;3244;527;882;2212;4399;1102;1401;3685;465;1401;1720;862;981;5;464;3590;80;4975;6019;2200;883;10;2;20111031
AT1;AT13;AT130;92000;92005;5376;10993;10975;18;18;2522;2930;4680;843;115;211;1202;8755;710;115;1163;1801;7598;316;115;2682;2732;4373;940;151;115;901;2298;2290;754;1378;1447;228;1582;115;890;1631;1670;2503;1673;1464;703;344;115;8026;567;217;2068;7274;346;597;1537;389;54;671;98;27;5521;5472;5958;380;1074;1630;878;1073;5161;4171;606;1055;3263;4572;1518;1640;4879;700;1640;1840;502;1432;23;886;4548;89;5447;7381;3490;97;18;7;20111031
AT1;AT13;AT130;92000;92006;4195;8374;8357;17;17;1944;2564;3177;672;64;27;1079;6742;462;64;612;1205;6319;174;64;1294;2634;3758;607;17;64;406;1572;1813;605;1218;1163;242;1291;64;429;1074;1418;2055;1364;1211;574;185;64;7491;219;84;516;1190;485;1638;4026;184;323;262;170;96;4045;4329;5396;173;550;828;708;719;3459;3288;725;902;2686;3794;703;1191;3126;545;1191;2209;306;997;4;562;3007;78;4723;5806;2501;47;17;3;20111031
AT1;AT13;AT130;92000;92007;6243;12857;12834;23;23;2779;3712;5278;1065;161;68;1196;11007;425;161;645;1922;9926;203;161;1561;4041;5544;1509;41;161;465;2671;2627;1167;1799;1869;284;1814;161;514;1682;2055;3237;2078;2015;830;285;161;11587;218;359;532;1680;2684;1176;2439;1515;543;1221;88;1511;6116;6741;8467;223;843;1342;931;1051;5392;5049;950;1466;3936;5802;1159;1960;5385;760;1960;2903;485;1364;7;818;5193;99;6740;9141;3552;138;23;3;20111031
AT1;AT13;AT130;92000;92008;2760;5406;5398;8;8;1275;1706;2095;322;8;58;1258;3796;286;8;413;823;3996;166;8;1050;1062;2621;598;67;8;251;1023;1075;429;564;1081;125;850;8;232;656;762;1208;913;1039;354;234;8;4666;121;27;584;2276;134;0;1117;1136;439;0;50;254;2661;2745;3197;137;491;816;380;385;2275;2275;303;553;1461;2712;568;665;2320;276;665;1296;239;610;5;399;2143;39;2820;3709;1687;0;8;2;20111031
AT1;AT13;AT130;92100;92101;540;1337;1324;13;0;163;340;729;105;13;891;99;255;79;13;37;51;874;362;13;38;59;291;558;378;13;28;121;239;212;201;206;110;207;13;0;44;106;300;276;304;165;129;13;1259;31;8;26;325;94;149;94;70;92;302;107;104;641;696;1217;25;42;39;2;12;528;618;87;104;259;673;208;197;642;23;197;311;86;78;25;91;542;7;672;1124;211;0;0;2;20111031
AT1;AT13;AT130;92100;92102;3105;7075;7069;6;1;1093;1828;3730;423;70;1245;648;4896;216;70;172;470;5209;1154;70;229;595;2956;2658;567;70;47;760;1461;1175;1091;1191;272;1008;70;17;263;574;2254;1494;1422;615;366;70;6841;60;14;90;509;271;207;171;195;103;4394;548;677;3430;3645;5774;144;411;320;54;372;3229;2815;265;766;1330;3728;827;1190;3857;214;1190;908;440;466;11;606;3398;48;3012;5695;1313;63;1;3;20111031
AT1;AT13;AT130;92100;92103;2258;5434;5421;13;5;569;1588;3062;210;15;455;32;4831;101;15;57;181;4197;984;15;66;189;2001;2807;356;15;24;575;928;985;867;1060;287;693;15;10;89;443;1496;1238;1393;451;299;15;5392;19;7;1;1;51;108;91;63;3077;1861;64;118;2605;2829;4580;112;263;149;63;267;2285;2384;171;594;1047;3046;525;816;2920;182;816;816;320;380;5;426;2632;37;2334;4712;715;2;5;0;20111031
AT1;AT13;AT130;92100;92104;1767;3905;3902;3;3;569;1296;1817;220;3;1847;112;1796;147;3;119;150;2736;897;3;142;323;1429;1482;526;3;62;342;570;510;675;686;357;700;3;47;192;279;930;863;939;382;270;3;3812;75;10;5;9;388;212;1445;454;315;454;369;259;1868;2037;3332;63;180;129;33;168;1353;1929;296;327;832;2265;332;476;1615;134;476;1241;167;272;1;248;1483;15;2158;3199;703;0;3;0;20111031
AT1;AT13;AT130;92100;92105;7605;18250;18200;50;46;2538;5118;8157;2391;417;1291;616;15585;341;417;356;728;15239;1510;417;518;1394;10461;4970;490;417;212;3595;3260;2276;2294;2819;1021;2356;417;116;1557;3177;4595;3502;2891;1222;773;417;17742;81;4;6;7;140;155;6495;8545;1710;358;491;349;8514;9736;13966;235;843;995;846;1365;7166;7571;1492;2021;5670;8659;694;3227;6458;1002;3227;5237;656;1670;8;1163;6130;115;10834;14590;3254;358;46;2;20111031
AT1;AT13;AT130;92100;92106;382;840;835;5;0;144;238;417;41;10;395;126;244;65;10;48;60;537;185;10;100;67;246;282;135;10;32;82;121;96;131;154;68;146;10;24;54;75;179;174;174;95;55;10;752;32;6;40;234;40;64;103;178;7;70;111;33;408;432;643;13;46;95;8;35;296;426;73;45;199;442;96;103;382;33;103;230;34;58;1;77;333;3;426;668;172;0;0;0;20111031
AT1;AT13;AT130;92100;92107;1638;3452;3448;4;1;729;1034;1345;343;226;522;543;2020;141;226;161;387;2447;231;226;303;527;1492;727;177;226;41;463;624;358;504;610;110;516;226;29;211;356;838;608;711;319;154;226;3043;64;14;105;468;101;269;535;545;125;374;569;466;1837;1615;2625;63;234;245;70;215;1543;1303;166;440;792;1894;361;405;1701;235;405;630;127;354;11;271;1627;26;1517;2303;922;222;1;4;20111031
AT1;AT13;AT130;92100;92108;1205;2567;2563;4;4;420;930;1040;173;4;483;88;1934;58;4;136;216;2109;102;4;217;493;1182;630;41;4;71;386;548;276;454;377;133;318;4;61;188;310;805;495;481;148;75;4;2530;8;6;19;76;10;14;71;1104;274;673;46;299;1202;1365;2120;43;93;115;56;140;992;1107;167;301;665;1401;127;374;1112;112;374;680;93;196;6;159;1037;21;1344;2041;522;0;4;0;20111031
AT1;AT13;AT130;92100;92109;3197;6839;6820;19;9;1171;2210;3106;343;30;1314;314;4893;288;30;318;500;4980;1011;30;297;1055;1861;2855;741;30;88;988;1198;974;913;1230;289;1129;30;23;416;578;1594;1502;1540;683;473;30;6660;73;24;52;115;641;249;1804;605;3160;140;70;55;3274;3565;5515;148;479;242;112;343;2637;2831;509;862;1604;3731;557;947;2921;331;947;1791;262;587;12;443;2743;42;3599;5328;1491;11;9;0;20111031
AT1;AT13;AT130;92100;92110;2878;4979;4960;19;19;1666;1452;1623;219;19;316;90;4358;196;19;919;1205;2687;149;19;1885;895;1721;412;47;19;254;922;1278;296;480;1009;140;581;19;224;563;855;1028;1298;616;278;98;19;4384;71;364;141;213;656;2872;269;603;55;68;96;147;2608;2371;3840;79;254;364;120;322;2221;1561;356;841;1570;2510;243;656;2079;425;656;1155;115;549;3;408;2050;35;2483;3002;1957;0;19;1;20111031
AT1;AT13;AT130;92100;92111;2046;4824;4808;16;7;812;1092;2343;570;338;351;528;3485;122;338;97;377;3646;366;338;195;481;2496;1093;221;338;45;664;957;700;616;713;157;634;338;22;280;606;1360;836;813;360;209;338;4364;15;6;101;304;56;313;178;205;426;2553;424;365;2249;2575;3668;112;339;275;76;354;2179;1738;381;526;1167;2399;462;796;2400;214;796;829;259;326;4;359;2215;30;2216;3480;1013;322;7;2;20111031
AT1;AT13;AT130;92100;92112;2856;7319;7302;17;17;808;1658;4126;710;52;921;133;6040;173;52;122;300;6382;463;52;251;515;4597;1681;223;52;74;1556;1678;1202;699;1099;240;719;52;79;730;1632;2039;1253;946;398;190;52;7191;13;35;28;224;447;60;757;4067;87;407;548;722;3523;3796;5428;82;334;392;475;608;3429;2931;334;625;2190;3075;403;1651;3045;439;1651;1130;285;769;3;585;2835;44;3852;6175;1069;35;17;23;20111031
AT1;AT13;AT130;92100;92113;2071;4615;4612;3;0;720;1298;2451;146;44;1162;424;2830;155;44;44;291;3738;498;44;68;342;1620;1958;583;44;16;406;1025;740;819;677;219;669;44;8;55;270;1289;1071;1063;467;348;44;4503;48;8;12;313;132;86;209;383;152;561;387;2392;2200;2415;3949;161;201;116;35;153;2169;1845;169;432;647;2330;760;878;2449;118;878;675;212;283;6;345;2180;33;2051;3720;859;32;0;4;20111031
AT1;AT13;AT130;92100;92114;2663;4937;4916;21;21;1340;1626;1668;282;22;310;118;4282;205;22;284;569;3850;212;22;566;1663;2263;288;135;22;105;679;986;389;824;793;183;956;22;113;485;670;1411;791;967;363;115;22;4563;330;6;16;70;98;1600;1436;1530;123;37;18;25;2351;2586;4099;71;217;220;108;222;2014;1749;539;635;1491;2566;225;655;1732;320;655;1619;106;505;3;298;1710;30;2896;3327;1589;0;21;0;20111031
AT1;AT13;AT130;92100;92115;2098;4229;4221;8;5;882;1368;1799;175;8;329;264;3523;105;8;126;246;3458;391;8;171;700;2222;1001;127;8;27;452;736;577;718;777;157;777;8;30;253;489;1203;833;784;440;189;8;4167;23;8;23;107;78;123;1952;70;92;332;638;837;1884;2345;3473;80;244;174;71;187;1684;1746;311;488;797;2316;474;642;1922;144;642;1090;155;276;2;235;1805;23;2164;3156;1064;0;5;4;20111031
AT1;AT13;AT130;92100;92116;1533;3332;3312;20;5;505;1190;1500;132;20;1861;326;935;190;20;54;84;2397;777;20;64;136;1107;1269;736;20;29;210;403;470;514;690;327;669;20;35;80;120;677;664;993;356;387;20;3176;96;14;26;88;443;283;298;527;950;395;221;127;1593;1739;2982;80;160;50;5;55;1096;1672;274;290;495;2071;401;365;1521;63;365;1001;183;199;0;219;1347;17;1749;2689;636;0;5;2;20111031
AT1;AT13;AT130;92100;92117;3437;6438;6406;32;30;1716;2072;2269;351;32;232;139;5822;213;32;541;1069;4687;109;32;1304;2518;2275;261;48;32;270;1134;1475;481;886;989;104;1067;32;246;933;1007;1723;983;1020;394;100;32;5927;125;278;76;156;2124;2052;1686;85;106;151;48;30;3025;3413;4828;91;328;466;313;412;2661;2248;558;971;2162;3088;246;942;2477;513;942;1643;162;701;3;399;2524;49;3463;4338;2069;0;30;1;20111031
AT1;AT13;AT130;92100;92118;3540;6944;6929;15;15;1636;2146;2805;342;56;228;1011;5292;357;56;509;986;5036;357;56;1238;1539;2960;915;236;56;191;1091;1501;719;845;1214;244;1083;56;196;757;952;1729;1405;1048;537;264;56;6130;140;92;526;1840;583;1097;1483;403;803;212;90;433;3424;3520;5036;179;507;575;246;401;2926;2766;399;853;1702;3552;715;975;3088;359;975;1598;278;646;10;560;2837;33;3504;4875;2006;41;15;7;20111031
AT1;AT13;AT130;92100;92119;1434;3173;3159;14;5;600;910;1246;412;176;265;166;2433;133;176;114;243;2514;126;176;203;285;1665;763;81;176;57;507;593;392;374;493;110;471;176;32;179;381;835;564;597;250;159;176;2845;19;24;109;337;162;45;387;105;1549;22;76;490;1551;1622;2426;44;190;257;60;196;1293;1356;164;360;803;1707;198;465;1486;128;465;702;149;243;2;244;1345;21;1561;2278;727;162;5;1;20111031
AT1;AT13;AT130;92100;92120;828;1626;1625;1;1;394;448;747;36;5;29;153;1395;44;5;88;282;1221;30;5;221;300;911;168;21;5;45;304;362;177;198;263;24;248;5;27;137;300;402;290;269;147;49;5;1511;9;5;96;599;12;17;129;0;1;404;154;310;781;845;1055;27;134;225;63;122;754;585;73;214;410;807;148;261;884;77;261;221;55;128;3;166;782;8;667;1153;468;4;1;0;20111031
AT1;AT13;AT130;92100;92121;3442;6258;6248;10;9;1861;1816;2213;359;10;68;701;5032;447;10;561;1324;4202;161;10;1693;1575;2490;437;53;10;267;1200;1316;421;798;1126;119;1001;10;304;779;1007;1340;1300;933;419;166;10;5337;148;215;548;1689;1978;909;1027;281;46;225;5;98;3149;3109;4191;114;529;900;189;335;2622;2325;448;863;1945;3101;452;760;2698;392;760;1529;180;699;4;498;2546;35;3175;3967;2282;0;9;0;20111031
AT1;AT13;AT130;92100;92122;4257;8251;8219;32;26;1951;2796;3032;446;102;307;1452;5897;493;102;425;790;6608;326;102;777;1442;3887;1793;250;102;188;1132;1430;912;1035;1640;318;1494;102;160;571;904;1934;1619;1752;721;488;102;7687;97;45;320;1260;232;1350;1455;1575;1755;91;363;170;3927;4324;5841;213;642;536;324;695;3363;3344;661;883;1942;4406;902;1001;3498;355;1001;2143;485;769;4;551;3248;41;4407;5701;2452;70;26;2;20111031
AT1;AT13;AT130;92100;92123;5276;10230;10205;25;23;2568;3210;3718;711;306;267;2871;6110;676;306;599;1243;7678;404;306;1203;2212;5013;1275;221;306;271;1580;1785;973;1364;1759;268;1924;306;258;898;1219;2449;1841;1906;894;459;306;9103;185;58;578;1847;219;1351;2248;2240;669;653;316;687;4871;5359;7144;292;811;899;234;850;4224;4073;759;1174;2511;5206;1140;1373;4361;486;1373;2591;392;1027;19;725;4022;66;5398;6792;3146;262;23;7;20111031
