Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2023 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2023
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_0;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;OBJ_BAUP_10;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_0;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_4;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;REF_DATE
AT1;AT13;AT130;90800;90801;2423;5274;5274;0;0;1185;1386;1839;864;698;90;336;3871;279;698;175;496;3037;868;698;371;701;1371;1242;891;698;51;438;754;499;683;851;212;1088;698;40;206;314;933;842;1162;515;564;698;4391;185;0;0;0;4221;241;192;237;146;75;128;0;34;0;2794;2480;3065;608;401;345;85;770;3111;1591;175;397;483;632;543;1535;2081;2509;124;483;770;385;1003;3;153;2454;15;2649;2931;1646;697;0;20231031
AT1;AT13;AT130;90800;90802;5635;11005;11001;4;1;2884;3194;3873;1053;701;268;1281;8150;605;701;362;1023;7309;1610;701;695;1273;3435;3242;1659;701;97;944;1560;1059;1552;1891;592;2609;701;52;309;650;2000;2176;2556;1267;1294;701;9818;454;30;2;0;8155;332;473;725;473;383;275;94;82;13;5105;5900;7107;1364;659;358;137;1380;6342;3356;519;788;1125;999;861;3282;4738;5638;305;1125;1836;1000;1101;14;319;5552;38;5082;6435;3872;697;1;20231031
AT1;AT13;AT130;90800;90803;4215;8108;8092;16;16;2240;2336;2743;773;593;108;919;6008;480;593;314;943;5682;576;593;711;1300;2927;1995;582;593;120;873;1241;702;1110;1342;362;1765;593;63;433;661;1482;1529;1783;892;672;593;7174;340;0;1;0;5167;622;575;286;531;236;149;35;507;0;4051;4057;4842;890;615;459;136;1166;4820;2354;330;604;801;1075;846;2245;3141;4161;375;801;1218;530;1023;9;281;4177;31;3610;4451;3064;577;16;20231031
AT1;AT13;AT130;90900;90901;5233;9232;9216;16;4;2909;2752;3211;356;64;156;815;7715;482;64;672;1689;6310;497;64;1589;2019;3362;1733;465;64;145;1248;1895;861;1153;1794;314;1758;64;131;631;1036;2074;1900;2118;736;542;64;8655;512;0;1;0;4932;1015;763;758;357;794;160;25;36;392;4430;4802;5390;982;740;573;153;1394;5591;2554;324;763;1000;1363;1063;2510;3296;4872;462;1000;1330;584;984;15;366;4847;44;3960;5303;3877;48;4;20231031
AT1;AT13;AT130;90900;90902;5599;10761;10753;8;8;2783;3332;3882;756;419;146;1076;8664;456;419;405;1231;7528;1178;419;889;1761;3477;3011;1204;419;167;982;1744;1095;1556;1943;601;2254;419;111;444;771;2274;2036;2581;1166;959;419;9749;591;2;0;0;7968;1012;417;156;153;541;258;78;66;112;5072;5689;6830;1208;720;556;132;1315;5902;3403;575;881;1129;1284;1155;2910;4283;5328;350;1129;2063;668;1223;6;380;5230;47;5098;6591;3752;410;8;20231031
AT1;AT13;AT130;90900;90903;2484;4483;4481;2;2;1357;1324;1585;215;58;71;396;3634;324;58;406;690;2933;396;58;700;840;1571;887;427;58;152;514;942;379;643;727;198;870;58;99;288;409;1040;830;976;469;314;58;4204;221;0;0;0;2216;615;580;269;151;25;62;99;127;339;2145;2338;2454;505;433;267;72;752;2719;1288;162;314;456;569;440;1211;1807;2496;194;456;538;312;487;2;186;2439;26;1830;2550;1877;54;2;20231031
AT1;AT13;AT130;90900;90904;4880;9505;9469;36;36;2590;2664;3246;969;730;192;938;7100;545;730;407;1330;6298;740;730;1044;1822;3269;2096;544;730;156;1097;1634;750;1266;1555;386;1931;730;149;569;873;1897;1634;2057;910;686;730;8123;652;0;0;0;7130;604;285;457;479;204;104;74;35;133;4530;4975;5249;1140;717;567;164;1668;5836;2680;334;655;1030;1293;895;2711;3576;4841;379;1030;1342;791;1122;14;388;4716;45;4342;5062;3713;694;36;20231031
AT1;AT13;AT130;90900;90905;2686;5486;5482;4;4;1244;1506;2379;353;138;151;571;4345;281;138;106;348;3705;1189;138;203;407;1477;1707;1554;138;39;526;779;560;849;890;347;1358;138;16;172;353;938;987;1293;748;841;138;5062;284;2;0;0;4643;208;361;47;0;60;59;16;63;29;2576;2910;3290;758;331;135;51;921;2994;1860;248;384;676;468;352;1549;2441;2734;102;676;798;409;767;13;128;2665;24;2656;3578;1771;133;4;20231031
AT1;AT13;AT130;90900;90906;942;2170;2170;0;0;396;556;923;295;223;46;324;1448;129;223;49;136;1311;451;223;76;115;437;703;616;223;19;211;262;242;307;353;126;427;223;14;33;82;343;405;504;234;332;223;1767;172;0;8;0;1577;8;61;96;0;82;0;0;218;128;997;1173;1255;290;141;86;23;375;1273;684;74;139;231;160;118;669;992;1042;42;231;283;268;304;5;50;1016;10;1089;1345;602;223;0;20231031
AT1;AT13;AT130;91000;91001;5147;12645;12593;52;28;2456;2960;6406;795;1176;3;1355;10072;39;1176;314;3623;7486;46;1176;833;2355;5788;2331;162;1176;334;3992;3370;471;1171;1548;24;559;1176;129;952;2071;3917;1733;1834;604;229;1176;11443;26;0;0;0;153;0;26;32;0;0;0;0;728;11706;6289;6356;6149;821;1475;1146;550;2504;7406;4328;180;731;2589;2137;1387;2841;3691;6922;536;2589;602;561;1435;5;743;6588;59;5250;9070;3361;186;28;20231031
AT1;AT13;AT130;91000;91002;9202;20902;20878;24;16;4155;4658;8975;3098;523;197;1596;17597;989;523;1905;4003;14038;433;523;4285;5057;8737;2169;131;523;1621;6136;4602;1237;1866;2519;278;2120;523;1258;3918;4251;4539;2681;2453;894;385;523;19048;1278;0;53;3;4853;3084;5047;1624;736;3420;714;112;427;882;11240;9662;8674;491;2648;2761;1601;4727;10235;7858;823;1986;3377;8048;3898;3730;1849;8554;2339;3377;3185;690;2757;16;1604;8554;141;10587;14043;6426;417;16;20231031
AT1;AT13;AT130;91000;91003;3621;7714;7703;11;7;1653;1890;3428;736;81;108;497;6724;304;81;553;1234;5629;217;81;1194;2223;3345;787;84;81;385;1975;1701;580;776;1035;147;1034;81;295;1315;1458;1869;1059;1007;438;192;81;7135;498;0;0;3;1914;43;2500;1086;461;812;126;206;96;467;3885;3829;3779;178;866;1118;529;1244;3586;2992;395;741;1164;2641;1596;1549;764;3302;675;1164;1478;259;836;4;662;3179;28;3841;5251;2387;69;7;20231031
AT1;AT13;AT130;91000;91004;4095;9874;9855;19;3;1796;2184;4020;1871;776;254;757;7473;614;776;893;1750;6235;220;776;1889;2468;3676;936;129;776;830;2638;2038;507;971;924;158;1032;776;684;1907;1669;1958;1067;1142;441;230;776;8460;620;0;18;0;4701;672;1399;1194;488;394;56;70;157;743;5358;4516;3334;372;1419;1441;494;2814;5096;3581;415;782;1618;3756;1564;1884;1052;4114;1150;1618;1182;325;1485;7;743;4113;64;4947;6063;3184;624;3;20231031
AT1;AT13;AT130;91000;91005;8162;18841;18825;16;10;3360;4322;8684;2465;526;234;2331;15049;701;526;1398;2795;13092;1030;526;2913;3493;8482;3223;204;526;1108;4815;4043;1558;1966;2282;376;2167;526;888;2524;3638;4776;2692;2349;961;487;526;17339;972;0;4;0;6179;1283;943;757;2068;3246;1106;1682;573;1004;9943;8898;8379;504;2339;2666;1403;3550;8959;7579;725;1578;2842;6404;3528;3989;2078;8509;1767;2842;2877;690;2156;13;1605;8127;95;9001;13097;5224;510;10;20231031
AT1;AT13;AT130;91000;91006;5807;13698;13691;7;7;2442;2978;6129;2142;539;212;1037;11334;576;539;1449;2644;8610;456;539;2939;3093;5387;1558;182;539;1344;3890;2953;810;1192;1447;198;1325;539;941;2563;2517;3158;1686;1396;663;235;539;11937;1118;0;104;0;6577;553;933;1112;482;567;1167;675;577;1055;7429;6269;5158;421;2115;2001;923;3080;6788;5316;453;1141;2231;5075;2435;2546;1411;5880;1511;2231;1802;497;1777;12;1202;5667;95;6722;9054;4105;532;7;20231031
AT1;AT13;AT130;91000;91007;6167;13286;13283;3;3;2752;3290;5956;1285;245;46;2258;10136;601;245;724;1719;10130;468;245;1471;2911;6808;1766;85;245;590;3056;2856;1016;1510;1753;291;1969;245;446;1673;2342;3424;1787;1984;944;441;245;12634;407;0;0;0;1663;671;1514;4008;1946;795;800;414;749;726;6644;6642;6481;299;1538;1880;727;2361;5841;5416;819;1210;1981;4113;2708;3044;1440;5607;1100;1981;2796;405;1397;1;1066;5366;58;6795;9092;3949;242;3;20231031
AT1;AT13;AT130;91000;91008;4569;10029;10022;7;7;1994;2422;4500;1106;55;94;981;8486;413;55;816;1637;7287;234;55;1734;2173;4287;1629;151;55;680;2805;2212;614;1023;1378;152;1110;55;490;1554;1845;2364;1579;1363;522;257;55;9515;459;0;0;0;2714;1326;526;1875;1228;449;238;230;1271;172;5313;4716;4451;257;1326;1492;674;1829;4686;4046;393;904;1507;3389;1947;2198;988;4378;903;1507;1643;351;1247;8;859;4173;43;4946;6838;3136;48;7;20231031
AT1;AT13;AT130;91000;91009;2345;5438;5436;2;2;981;1264;2477;714;284;9;113;4898;134;284;191;621;4212;130;284;534;1213;2390;960;57;284;90;1344;1265;397;621;711;113;613;284;93;660;905;1512;673;923;243;145;284;5071;83;0;0;0;76;1342;781;0;0;674;1011;218;10;1326;2739;2699;3047;113;461;669;326;822;2769;1929;209;531;955;1563;1055;1260;605;2366;452;955;867;325;473;2;385;2357;33;2661;3872;1282;282;2;20231031
AT1;AT13;AT130;91000;91010;9280;19854;19831;23;18;4370;4774;8508;2184;591;90;996;17634;543;591;1443;3441;14227;152;591;3244;5361;8800;1786;72;591;715;5310;4763;1283;2189;2483;272;2248;591;752;3077;3744;4841;3061;2374;1117;297;591;18861;402;0;0;0;1096;2988;4528;5428;1288;1143;173;59;399;2752;10027;9827;10313;337;1883;2589;1591;3141;9329;7157;1119;2249;3312;7011;4287;3800;1444;7990;1826;3312;3868;543;2315;12;1396;8084;90;10272;13564;5704;568;18;20231031
AT1;AT13;AT130;91000;91011;4451;9655;9642;13;11;1996;2426;4106;1116;133;1151;46;8143;182;133;521;1262;7239;500;133;1438;1321;4455;2160;148;133;247;2399;2004;845;1043;1475;269;1240;133;224;1008;2075;2225;1566;1461;563;400;133;9290;221;6;5;0;6;2257;62;1964;664;3454;372;46;115;715;4753;4902;6081;148;599;772;842;1213;4286;3702;613;1054;1404;3167;2251;2023;810;3856;801;1404;2273;369;952;1;596;3947;34;5077;7048;2476;120;11;20231031
AT1;AT13;AT130;91000;91012;1128;2555;2554;1;0;403;656;1355;141;6;12;430;2107;0;6;67;267;1831;384;6;49;279;1280;906;35;6;60;484;507;278;376;431;56;357;6;12;150;324;772;470;511;207;103;6;2549;0;0;0;0;0;0;1;5;4;0;68;1811;659;7;1272;1283;1629;75;206;193;63;389;1205;1116;38;196;383;446;375;743;608;1461;106;383;246;166;193;2;170;1369;13;1001;2008;542;5;0;20231031
AT1;AT13;AT130;91000;91013;2649;4904;4901;3;3;1331;1578;1791;201;3;523;57;4207;114;3;182;831;3728;160;3;556;1617;2386;289;53;3;66;746;1028;414;616;1060;104;867;3;80;458;835;1278;862;964;311;113;3;4735;140;23;3;0;0;920;810;2074;807;39;12;63;59;120;2348;2556;3466;57;325;533;193;330;1975;1885;393;651;595;1286;1582;1085;356;2038;282;595;1491;135;363;4;355;1926;13;2606;3325;1576;0;3;20231031
AT1;AT13;AT130;91000;91014;2102;4149;4143;6;6;955;1312;1630;246;6;74;1;3991;77;6;126;514;3421;82;6;396;2110;1337;277;23;6;94;745;783;426;476;804;118;697;6;80;551;889;1080;575;720;195;53;6;3859;266;16;2;0;0;2;2982;580;492;59;19;0;5;10;2021;2128;3012;67;278;334;148;310;1824;1525;274;526;569;1151;1256;861;312;1717;276;569;1123;122;342;2;265;1695;13;2174;2943;1200;0;6;20231031
AT1;AT13;AT130;91000;91015;4028;9375;9362;13;3;1508;2368;4737;759;183;1176;1054;6904;58;183;204;1510;6602;876;183;358;1580;5480;1580;194;183;351;2402;1979;671;1143;1169;282;1195;183;186;817;1403;3039;1475;1367;656;249;183;9127;32;27;6;7;87;130;119;776;287;85;280;2392;1765;3447;4575;4800;5639;212;697;1050;382;1395;4555;3767;319;734;1786;2096;1918;2384;1191;4668;540;1786;1233;404;744;6;783;4286;46;4254;7342;1940;90;3;20231031
AT1;AT13;AT130;91000;91016;3681;7865;7845;20;10;1589;2354;3312;600;381;1730;418;5179;157;381;303;1042;5257;882;381;935;1318;2708;1715;808;381;191;1143;1504;652;1089;1292;378;1235;381;196;449;935;1808;1390;1626;657;423;381;7255;202;25;2;4;1;2235;416;819;448;840;607;169;418;1908;3790;4075;5935;181;445;420;241;643;3367;3189;560;749;1142;1512;1929;2152;1130;3461;398;1142;2042;234;588;7;543;3259;30;4026;5647;1948;260;10;20231031
AT1;AT13;AT130;91000;91017;398;935;935;0;0;126;240;525;44;0;198;268;449;20;0;8;53;736;138;0;24;43;251;460;157;0;0;108;186;175;145;119;61;141;0;8;40;26;264;247;165;97;88;0;921;12;0;2;0;66;40;9;116;140;241;75;2;77;169;448;487;824;23;31;20;11;26;406;416;46;67;145;143;214;298;135;503;23;145;185;42;37;8;89;423;1;414;783;152;0;0;20231031
AT1;AT13;AT130;91000;91018;3030;6508;6490;18;0;1198;1796;3262;252;47;835;1764;3801;61;47;66;1059;4827;509;47;169;1036;2742;1974;540;47;38;1113;1510;735;938;1078;232;817;47;18;275;772;1741;1404;1376;558;317;47;6422;33;0;6;6;411;127;276;185;198;51;1820;354;521;2559;3128;3380;4779;209;499;357;153;511;3116;2569;210;613;1089;963;1255;1870;1331;3638;231;1089;895;243;412;8;513;3311;20;2656;5008;1472;28;0;20231031
AT1;AT13;AT130;91000;91019;1768;3557;3547;10;0;772;1158;1401;226;23;1112;670;1645;107;23;59;725;2184;566;23;471;577;997;968;521;23;79;520;680;256;510;660;206;623;23;48;308;327;714;637;821;388;291;23;3444;76;2;12;3;224;135;298;504;98;284;523;84;370;1034;1751;1806;2523;119;366;190;66;293;1536;1500;180;341;433;609;799;1094;622;1810;133;433;786;118;277;13;272;1630;12;1630;2551;994;12;0;20231031
AT1;AT13;AT130;91000;91020;4550;10288;10274;14;14;1895;2654;4454;1271;282;27;3;9844;132;282;269;576;9045;116;282;469;901;7007;1618;11;282;103;2296;2241;1032;1230;1265;325;1514;282;65;938;2178;2524;1962;1025;948;366;282;10006;0;0;0;0;0;0;0;5142;5123;0;0;0;0;23;4755;5533;6986;139;629;732;822;980;4291;3870;1037;1090;1702;3407;2877;1841;461;3469;801;1702;3032;364;920;3;647;3508;47;6083;7686;2320;268;14;20231031
AT1;AT13;AT130;91000;91021;3630;8393;8389;4;4;1297;2348;3891;853;299;210;610;7204;70;299;173;885;6762;274;299;180;834;5061;1958;61;299;85;1697;1837;993;895;1430;242;915;299;35;553;1220;2439;1446;1505;508;388;299;8086;2;4;2;0;0;73;167;142;224;3324;2295;12;32;2124;3984;4409;5923;186;574;581;361;768;3747;3380;446;820;1429;1696;2023;2091;1154;4208;417;1429;1561;291;487;2;666;3882;20;3823;6506;1588;295;4;20231031
AT1;AT13;AT130;91000;91022;3349;7127;7124;3;3;1542;1796;2832;954;44;100;940;5513;530;44;440;1202;5290;151;44;1001;1665;3374;1000;43;44;594;1704;1243;546;770;956;210;1060;44;412;1135;1197;1491;998;1095;508;247;44;6710;370;3;0;0;2381;189;1191;1605;451;265;172;466;145;262;3781;3346;2881;296;1116;850;325;1659;3605;2653;335;534;1036;2176;1155;1654;1106;3258;659;1036;1092;240;842;5;581;3091;49;3401;4623;2460;41;3;20231031
AT1;AT13;AT130;91000;91023;5362;11908;11892;16;16;2381;2600;5658;1253;191;126;670;10567;354;191;959;1979;8601;178;191;1849;2744;5624;1436;64;191;433;3531;3112;873;1161;1381;100;1126;191;385;1633;2530;3493;1556;1410;547;163;191;11286;428;0;3;0;1787;1528;1118;2471;130;25;373;1817;494;2165;5992;5916;6065;288;1235;1483;904;1933;5932;4291;530;1155;2037;4005;2294;2444;1128;5310;1089;2037;1727;417;1328;7;972;5219;50;5660;8442;3295;155;16;20231031
AT1;AT13;AT130;91100;91101;1312;3273;3273;0;0;595;630;1444;604;536;6;510;2221;0;536;32;460;2138;107;536;81;364;1345;936;11;536;19;648;739;233;316;432;21;329;536;0;78;375;872;515;553;203;141;536;2735;2;0;0;0;0;4;2;33;0;0;206;690;797;1541;1668;1605;1769;171;337;237;112;647;2023;994;46;210;554;411;420;1004;884;1703;133;554;216;395;272;1;191;1621;12;1448;2017;737;519;0;20231031
AT1;AT13;AT130;91100;91102;8922;19896;19880;16;4;3861;4772;9421;1838;518;122;1855;16825;576;518;1061;3325;14663;329;518;2467;4464;8994;3248;205;518;659;5354;4886;1421;2075;2679;272;2032;518;521;2487;3647;5492;3083;2651;1067;430;518;18745;590;0;43;0;2341;1667;2847;2670;2016;979;200;408;665;6103;9831;10065;10935;509;2232;2199;1049;2972;9925;7213;870;1888;3590;5673;3933;4257;2443;9127;1614;3590;3059;662;1844;20;1453;8951;94;9378;14231;5280;381;4;20231031
AT1;AT13;AT130;91100;91103;8776;19077;19070;7;4;3858;4554;8852;1809;192;192;2024;15860;809;192;1075;3755;13304;751;192;2961;4530;8187;3040;167;192;943;4798;4494;1429;2109;2635;322;2155;192;832;2435;3467;5125;2942;2730;956;398;192;18149;734;2;0;0;3184;2144;3477;2893;812;2112;983;419;549;2504;9766;9311;9543;516;2327;2534;1159;2998;9402;7101;739;1835;3023;6063;3872;4085;2034;8898;1712;3023;2758;683;2003;6;1633;8599;117;8722;13587;5304;182;4;20231031
AT1;AT13;AT130;91100;91104;3134;6622;6619;3;0;1344;1830;2987;461;3;104;414;5892;209;3;462;1696;4347;114;3;965;1974;2947;690;43;3;392;1653;1660;474;642;1007;120;671;3;230;1044;1207;1696;909;1013;335;185;3;6413;206;0;0;0;694;5;1677;513;747;1060;26;2;9;1889;3396;3226;3199;239;820;879;357;1128;3192;2520;284;626;1074;2166;1474;1326;582;2936;640;1074;1079;168;725;5;501;2877;47;3192;4738;1884;0;0;20231031
AT1;AT13;AT130;91100;91105;6116;12959;12940;19;10;2598;3446;6183;722;24;668;1107;10986;174;24;427;2105;9967;436;24;1049;3380;6459;1741;306;24;278;2996;3041;1158;1485;1989;329;1659;24;225;1305;2246;3893;1840;2251;827;348;24;12788;134;4;9;9;850;1857;1485;2464;676;859;1250;595;579;2335;6376;6583;8493;294;1237;1203;617;1115;6239;4824;596;1300;2156;3494;3163;2878;1268;6093;938;2156;2328;445;999;6;1024;5866;46;6017;9709;3235;5;10;20231031
AT1;AT13;AT130;91100;91106;135;278;278;0;0;49;106;115;8;0;147;6;113;12;0;2;29;244;3;0;21;31;211;14;1;0;0;67;57;3;91;22;4;34;0;0;12;21;113;13;92;9;18;0;268;10;0;0;0;32;46;1;0;11;0;0;0;178;10;147;131;233;0;11;22;5;7;110;132;8;28;30;58;96;74;20;163;10;30;52;13;10;1;21;149;0;107;224;54;0;0;20231031
AT1;AT13;AT130;91100;91107;3155;6900;6883;17;3;1275;1924;3083;615;22;971;405;5403;99;22;307;597;5776;198;22;496;1369;3688;1186;139;22;175;1644;1482;654;948;798;202;975;22;121;696;1405;1789;1106;1013;507;241;22;6754;112;3;9;1;250;177;356;3777;404;176;531;145;580;503;3292;3608;4606;98;540;525;402;729;3026;2690;483;701;1127;1985;1791;1465;532;2838;579;1127;1575;220;561;6;485;2831;21;3557;5276;1621;0;3;20231031
AT1;AT13;AT130;91100;91108;484;946;946;0;0;196;370;360;20;6;230;236;456;18;6;47;55;792;46;6;69;59;538;260;14;6;16;88;133;133;127;208;74;161;6;9;43;40;240;171;288;61;88;6;928;4;0;8;0;3;31;79;23;30;20;696;7;15;42;450;496;804;7;57;33;11;34;355;439;40;112;93;130;300;321;102;521;22;93;224;40;46;0;82;456;5;403;716;227;3;0;20231031
AT1;AT13;AT130;91100;91109;972;2632;2630;2;0;294;550;1345;443;134;604;221;1575;98;134;20;148;1821;509;134;52;228;1096;756;366;134;17;547;623;266;355;304;75;311;134;16;140;444;760;434;365;194;145;134;2463;21;0;14;2;235;66;151;85;200;391;320;684;363;135;1351;1281;1894;60;287;156;54;181;1156;1104;151;221;455;601;611;708;257;1353;99;455;454;92;179;120;200;1113;2;1197;2046;456;130;0;20231031
AT1;AT13;AT130;91100;91110;11452;26905;26886;19;10;4048;6678;13895;2274;175;655;2290;23433;352;175;429;2163;23081;1057;175;740;3205;15462;6979;344;175;273;6114;6270;3191;3117;3786;890;3089;175;150;1902;4969;8388;4191;4394;1701;1035;175;26664;65;1;0;0;278;74;136;1492;7922;1859;9849;560;2812;1923;12956;13949;17735;411;2244;2542;1632;2341;12328;10912;1135;2530;4746;7280;6839;6091;1949;12592;1768;4746;4664;1022;2113;20;2175;11893;91;12726;21640;5100;155;10;20231031
AT1;AT13;AT130;91100;91111;2099;5191;5177;14;2;858;1214;2115;1002;590;472;497;3535;97;590;213;711;3491;186;590;459;858;2197;907;180;590;182;1118;937;464;589;623;123;565;590;152;483;797;1193;752;746;282;196;590;4433;158;6;4;9;966;80;362;165;1524;62;1003;44;201;775;2653;2538;2957;66;483;369;220;1096;2532;1881;249;529;974;1571;1209;1093;344;2080;442;974;812;153;730;10;349;2020;30;2782;3515;1102;572;2;20231031
AT1;AT13;AT130;91100;91112;148;442;441;1;0;42;100;169;131;66;175;33;155;13;66;2;22;265;87;66;21;17;103;154;81;66;25;59;86;32;40;53;14;67;66;27;17;14;106;72;71;36;33;66;334;37;0;5;1;11;56;48;38;32;21;7;65;101;62;248;194;289;5;35;30;3;80;218;173;23;28;63;120;114;112;33;187;23;63;76;7;86;15;39;152;2;234;297;80;65;0;20231031
AT1;AT13;AT130;91100;91113;2489;4993;4993;0;0;1125;1604;2031;233;54;763;412;3615;149;54;231;577;3818;313;54;453;649;2577;999;261;54;76;793;1068;419;657;878;223;825;54;46;336;591;1362;845;975;487;297;54;4875;57;7;0;0;191;113;120;799;483;1425;540;239;446;637;2451;2542;3202;120;535;360;167;609;2128;2117;275;473;688;1035;1245;1401;624;2353;267;688;1191;153;341;6;405;2155;12;2415;3547;1427;19;0;20231031
AT1;AT13;AT130;91200;91201;2504;4778;4777;1;0;1277;1348;1763;390;27;70;598;3842;241;27;232;1117;3321;81;27;563;1318;2195;624;51;27;157;924;1157;315;575;799;104;720;27;117;560;651;1205;763;911;374;170;27;4613;134;0;4;0;1347;195;514;1109;308;147;43;107;118;890;2373;2405;2479;290;481;533;201;794;2646;1583;169;380;596;1151;697;1196;1138;2555;335;596;602;209;481;1;347;2444;22;1964;2959;1793;26;0;20231031
AT1;AT13;AT130;91200;91202;9271;18689;18680;9;8;4551;4896;7595;1639;287;182;1428;16050;742;287;1163;3383;13277;579;287;3528;5098;6966;2680;130;287;799;4036;4000;1383;2384;2912;333;2555;287;720;2489;2960;4743;2729;3296;1001;464;287;17520;882;0;0;0;4428;5794;1828;624;1152;883;1095;629;28;2228;9382;9307;9533;583;2187;2540;874;2972;9385;6422;869;2013;2520;5687;3535;4335;2612;8578;1641;2520;3260;674;2016;13;1319;8567;74;8716;12098;6338;245;8;20231031
AT1;AT13;AT130;91200;91203;2413;4803;4798;5;5;1260;1134;1929;475;92;13;8;4544;146;92;432;1096;3106;77;92;1179;1761;1667;93;11;92;148;1234;1255;288;460;749;68;509;92;178;913;993;1127;603;727;151;19;92;4575;136;0;0;0;0;2076;2640;0;87;0;0;0;0;0;2386;2417;2552;76;434;535;444;762;2371;1486;237;709;694;1895;1102;862;250;1857;581;694;968;116;587;3;307;2052;24;2417;3154;1557;87;5;20231031
AT1;AT13;AT130;91200;91204;4834;10039;10031;8;3;2340;2684;3967;1045;336;199;1337;7381;786;336;702;1997;6647;357;336;1752;2427;3980;1361;183;336;473;2205;2222;649;1251;1401;175;1327;336;402;1350;1633;2272;1601;1495;666;284;336;9251;447;0;5;0;2747;309;1883;1177;714;1048;311;286;161;1403;5021;5018;4768;524;1240;1141;416;1950;5499;3356;357;827;1325;2580;1564;2489;2081;5003;745;1325;1339;517;1110;7;795;4739;38;4460;6327;3444;265;3;20231031
AT1;AT13;AT130;91200;91205;4469;8813;8807;6;6;2158;2550;3354;745;80;99;1024;7194;416;80;603;1378;6434;318;80;1340;2108;3894;1235;156;80;369;1673;1822;720;1040;1471;220;1418;80;290;1018;1371;2134;1426;1514;641;339;80;8318;395;0;20;0;3142;628;963;1728;475;1151;105;150;27;444;4380;4433;4616;390;910;878;399;1620;4435;3094;475;809;1103;2419;1405;2135;1751;4079;752;1103;1601;342;936;6;577;4062;36;4132;5686;3047;74;6;20231031
AT1;AT13;AT130;91200;91206;5060;9980;9964;16;3;2549;2848;3901;679;307;176;1593;7382;522;307;754;1548;6932;439;307;1620;1833;4086;1774;360;307;371;1601;2124;889;1141;1624;298;1625;307;259;983;1233;2231;1768;1871;774;554;307;9169;496;0;8;2;5515;417;375;678;970;295;274;45;323;1086;5018;4962;5256;667;1296;1016;234;1511;5255;3500;431;794;1176;2118;1399;2587;2700;5226;605;1176;1514;461;998;16;710;4966;48;4240;6321;3551;105;3;20231031
AT1;AT13;AT130;91200;91207;3316;6491;6488;3;3;1681;1742;2564;501;104;173;440;5573;201;104;255;833;5046;253;104;919;2250;2350;771;97;104;104;1209;1320;599;802;943;162;1248;104;134;921;1059;1572;826;1221;421;233;104;6242;139;2;4;0;238;2008;2612;788;322;189;136;8;99;91;3094;3397;3979;197;625;563;301;826;3103;2156;423;809;881;1821;1300;1547;942;2707;527;881;1482;241;653;11;379;2756;29;3316;4323;2071;94;3;20231031
AT1;AT13;AT130;91200;91208;2554;5260;5255;5;1;1286;1462;2218;293;190;472;212;4177;209;190;437;797;3647;189;190;880;958;2460;714;58;190;185;1015;1308;379;665;730;103;685;190;163;511;788;1351;967;808;356;126;190;4849;207;8;6;0;1436;688;197;834;225;177;703;45;18;937;2742;2518;2984;164;523;660;191;738;2643;1913;233;471;746;1366;1062;1272;814;2591;407;746;851;184;481;2;435;2455;35;2333;3474;1747;38;1;20231031
