Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2023 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2023
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_0;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;OBJ_BAUP_10;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_0;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_4;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;REF_DATE
AT1;AT13;AT130;91200;91209;3117;8220;8209;11;10;1147;1296;4173;1594;11;605;27;7440;137;11;364;774;6262;809;11;976;442;4600;1813;378;11;168;2702;1999;889;626;1066;144;615;11;131;1307;2000;2235;1212;818;322;184;11;8171;29;4;5;1;0;63;1255;1140;3637;1808;74;41;36;165;4069;4151;4707;99;458;747;662;1547;4170;2944;354;752;1570;3081;1568;1498;503;3025;932;1570;1358;459;876;5;515;3249;44;4407;6713;1497;0;10;20231031
AT1;AT13;AT130;91200;91210;5053;12384;12363;21;4;2320;3218;5793;1049;1560;767;1322;8495;240;1560;288;1243;8620;673;1560;580;1841;5594;2501;308;1560;167;2166;2565;1122;1426;1485;370;1523;1560;94;674;1732;3412;1759;1900;823;430;1560;10606;172;28;18;9;624;1124;1121;1680;212;470;454;1639;2373;2678;5974;6410;7268;326;1326;1530;377;1557;5768;4784;662;1170;1869;2853;2408;3306;1948;6073;743;1869;2155;465;1079;6;930;5727;40;5681;8696;3193;491;4;20231031
AT1;AT13;AT130;91200;91211;5507;11788;11781;7;2;2411;3308;5179;888;566;636;1914;8285;387;566;391;1511;8455;865;566;694;1947;5446;2522;613;566;226;1918;2320;1151;1395;1780;554;1878;566;136;834;1536;2812;2166;2041;966;731;566;10939;247;7;29;0;1668;1611;1396;1150;907;1312;989;241;156;2358;5544;6244;8159;513;989;705;223;1199;5546;4461;712;1069;1739;2088;1975;3333;2653;5614;575;1739;2463;476;921;5;688;5354;53;5688;8316;3074;396;2;20231031
AT1;AT13;AT130;91300;91301;253;539;536;3;0;96;172;236;35;3;6;129;380;21;3;21;43;387;85;3;29;46;202;164;95;3;24;67;86;52;80;88;36;103;3;11;22;63;114;97;116;50;63;3;523;12;0;1;0;227;166;30;59;16;0;0;0;0;41;264;275;364;38;49;28;3;57;247;211;39;42;79;70;73;142;175;253;17;79;120;20;50;1;12;253;1;272;406;133;0;0;20231031
AT1;AT13;AT130;91300;91302;3122;6556;6528;28;0;1392;1612;3212;340;36;964;1392;3787;377;36;202;402;4034;1882;36;287;605;1701;1848;2079;36;127;706;975;667;1099;947;384;1615;36;39;280;505;1200;1116;1546;833;1001;36;6385;134;0;1;2;2660;634;813;968;596;358;110;101;259;55;3036;3520;4605;571;406;169;67;738;2985;2708;372;491;1024;661;477;1730;2664;3122;152;1024;1239;300;719;9;229;3000;22;3296;4787;1761;8;0;20231031
AT1;AT13;AT130;91300;91303;4940;10166;10158;8;0;2419;2692;4042;1013;674;295;2029;6705;463;674;362;1039;7297;794;674;736;1596;3925;2592;643;674;143;1173;1776;1122;1232;1677;473;1896;674;117;587;984;2169;1976;1926;994;739;674;9282;200;0;10;0;1793;593;2188;1421;1219;1466;364;206;546;370;4930;5236;6207;648;1210;501;145;1455;5155;3597;488;926;1316;1460;1378;2978;3034;5097;487;1316;1893;415;958;11;445;5026;51;4633;6529;2979;658;0;20231031
AT1;AT13;AT130;91300;91304;5128;10633;10614;19;2;2349;2840;4778;664;288;1744;2591;5497;513;288;297;795;7321;1932;288;582;1349;3469;2873;2072;288;127;1078;1864;1212;1580;1543;648;2293;288;83;374;942;2332;1956;2311;1165;1182;288;10122;193;20;10;3;1984;758;2071;1482;1488;1206;398;157;419;667;4887;5746;7629;615;854;295;80;1160;4899;4226;673;835;1506;1219;1034;3019;3855;5027;307;1506;2280;541;972;13;366;4866;40;5348;7487;2897;247;2;20231031
AT1;AT13;AT130;91300;91305;2202;4721;4704;17;0;921;1290;2225;285;95;1459;1000;1988;179;95;139;341;3014;1132;95;245;772;1304;1058;1247;95;72;490;764;601;671;706;291;1031;95;30;257;411;967;894;1021;520;526;95;4543;72;6;5;8;302;598;1216;738;529;277;175;146;119;613;2186;2535;3530;241;350;141;28;431;2135;1888;297;401;698;592;512;1339;1580;2160;146;698;1055;231;431;5;181;2088;16;2431;3508;1135;78;0;20231031
AT1;AT13;AT130;91300;91306;1439;2785;2785;0;0;709;778;1131;167;29;482;725;1417;132;29;81;283;1839;553;29;187;341;993;741;494;29;34;220;538;261;402;503;129;669;29;29;79;195;623;527;630;356;317;29;2703;44;0;9;0;334;245;174;408;492;292;284;158;31;367;1261;1524;1935;185;201;100;16;348;1245;1108;177;255;391;288;330;769;1007;1287;75;391;637;104;291;1;99;1240;16;1429;1907;849;29;0;20231031
AT1;AT13;AT130;91300;91307;1591;3336;3334;2;2;720;828;1537;249;4;479;332;2400;121;4;116;285;2470;461;4;190;622;1536;610;374;4;51;631;594;375;414;502;122;643;4;31;350;568;747;497;576;320;243;4;3263;68;1;0;0;308;213;1021;1304;96;53;38;25;182;96;1573;1763;2232;139;284;234;68;379;1631;1216;190;299;563;691;449;882;751;1465;188;563;667;135;318;3;157;1435;23;1718;2426;906;2;2;20231031
AT1;AT13;AT130;91300;91308;3484;7344;7336;8;0;1644;2054;2770;876;526;962;1495;4095;266;526;262;679;4942;935;526;450;1130;2638;1643;957;526;107;861;1240;728;939;1112;372;1459;526;79;388;693;1469;1272;1573;739;605;526;6754;52;9;3;4;748;438;1160;1274;1625;496;546;197;216;640;3399;3945;5274;310;594;286;83;797;3162;2699;603;880;995;1215;1205;2080;1849;3018;363;995;2045;257;666;4;274;3026;32;4008;4816;2010;518;0;20231031
AT1;AT13;AT130;91300;91309;2401;4888;4879;9;2;1113;1432;1977;364;234;168;177;4184;125;234;227;617;3489;321;234;573;1204;2049;658;170;234;99;622;1009;470;604;796;233;821;234;106;447;606;1226;888;889;315;177;234;4466;134;47;7;7;60;2514;988;534;85;165;41;11;1;482;2310;2578;3648;115;348;267;91;419;2208;1717;373;590;666;936;1083;1396;807;2087;288;666;1314;153;380;6;220;2113;13;2536;3273;1388;225;2;20231031
AT1;AT13;AT130;91300;91310;132;281;281;0;0;48;92;121;20;0;63;79;81;58;0;0;57;209;15;0;12;40;138;74;17;0;8;48;83;22;47;43;4;26;0;0;16;28;92;43;67;22;13;0;280;1;0;0;0;39;0;23;4;3;0;6;0;3;203;133;148;235;6;25;8;0;7;123;129;7;22;49;20;52;95;65;163;6;49;43;9;11;1;16;151;1;112;221;60;0;0;20231031
AT1;AT13;AT130;91300;91311;1873;4229;4210;19;0;639;1270;2124;196;26;3410;330;346;117;26;67;49;2231;1856;26;68;141;623;1349;2022;26;37;265;417;494;785;618;424;1163;26;21;76;166;608;677;1109;758;788;26;4106;60;24;13;8;25;1021;427;511;613;431;292;160;208;533;2027;2202;3487;228;157;44;11;302;1559;2053;319;298;542;389;420;1331;1547;1885;74;542;1193;234;301;6;148;1788;14;2273;3404;818;7;0;20231031
AT1;AT13;AT130;91400;91401;5160;9673;9664;9;1;2603;2828;3927;314;18;175;2018;7150;312;18;495;2011;6521;628;18;1344;1937;4346;1766;262;18;243;1595;2238;688;1339;1679;248;1625;18;160;721;1260;2489;1918;1867;806;434;18;9316;309;0;30;0;3003;305;481;499;752;556;250;541;60;3226;4748;4925;5866;488;947;891;221;1260;5190;3347;348;788;1230;1665;1498;2596;2684;5273;459;1230;1479;407;825;4;615;5021;39;3994;6297;3366;9;1;20231031
AT1;AT13;AT130;91400;91402;4457;8721;8718;3;1;2305;2246;3419;750;182;155;605;7465;314;182;817;1750;5576;396;182;2177;2165;2973;1038;186;182;511;1595;2029;615;1033;1297;175;1284;182;461;1096;1323;2137;1357;1426;499;240;182;7807;730;0;2;0;5101;1519;269;94;169;474;221;474;93;307;4563;4158;4303;408;1101;1151;373;1385;4465;3050;336;870;1127;2502;1488;2084;1520;4164;742;1127;1355;329;1004;6;671;4023;63;3958;5367;3174;179;1;20231031
AT1;AT13;AT130;91400;91403;5209;10185;10178;7;2;2485;2992;4161;545;85;422;1985;7178;515;85;497;1396;7296;911;85;1227;1716;3714;2577;866;85;184;1420;2150;1026;1413;1674;414;1819;85;195;656;1082;2421;1972;2109;929;736;85;9672;418;0;10;4;3712;2090;662;910;927;249;299;68;132;1132;4813;5372;6608;632;916;652;182;1195;5444;3356;458;927;1384;1722;1373;2514;3192;5285;452;1384;1716;453;895;10;512;5124;55;4484;6848;3257;78;2;20231031
AT1;AT13;AT130;91400;91404;10597;20912;20888;24;8;5204;5862;8383;1455;419;158;2669;17065;601;419;1452;3231;15224;586;419;3323;4687;9117;3098;268;419;656;3695;4589;1875;2405;3544;555;3174;419;578;2254;2869;5325;3347;3955;1411;754;419;19548;940;0;5;0;5342;2133;2628;1830;1724;2810;1703;339;357;2046;10252;10660;12346;650;2123;2199;705;2889;10034;7594;1102;2182;2777;5143;4091;5411;3490;9681;1457;2777;4365;709;1923;14;1327;9460;82;10029;13781;6764;359;8;20231031
AT1;AT13;AT130;91400;91405;2323;4747;4735;12;2;989;1488;2075;193;71;1366;449;2703;158;71;183;496;3478;519;71;577;649;2073;929;448;71;86;635;837;435;754;857;256;816;71;78;314;477;1187;921;969;423;307;71;4513;124;33;6;3;211;2330;183;225;250;232;129;165;237;782;2306;2441;3671;149;234;254;93;346;2052;1972;254;469;637;761;940;1368;1041;2251;194;637;1129;226;310;4;243;2167;14;2319;3477;1209;59;2;20231031
AT1;AT13;AT130;91400;91406;6601;13098;13092;6;4;3220;3798;4946;1130;557;299;1857;9950;435;557;772;1751;9411;607;557;1617;2653;5625;2281;365;557;242;2086;2644;1188;1640;2128;448;2165;557;223;991;1765;3123;2246;2495;1101;597;557;12061;474;3;3;0;2689;489;1093;2082;1618;1932;1255;98;227;1615;6279;6819;8283;448;1349;1130;285;1603;6102;4626;907;1463;1715;2777;2504;3566;2536;5996;796;1715;3009;422;1160;13;761;5862;44;6418;8540;4014;540;4;20231031
AT1;AT13;AT130;91400;91407;1420;2968;2963;5;5;667;686;1403;207;5;1;2;2867;93;5;177;646;2034;106;5;382;1606;884;77;14;5;106;808;760;226;286;365;48;364;5;122;614;625;784;219;506;81;12;5;2795;168;0;0;0;0;0;2968;0;0;0;0;0;0;0;1464;1504;1823;50;249;336;137;373;1535;951;136;346;507;937;714;621;189;1247;276;507;544;109;285;0;195;1284;13;1476;2109;854;0;5;20231031
AT1;AT13;AT130;91400;91408;2020;4368;4358;10;4;849;1124;2048;343;10;962;491;2768;137;10;143;314;3210;691;10;229;765;1838;1013;513;10;43;748;886;489;593;566;232;801;10;56;446;562;1115;681;794;397;307;10;4239;114;5;0;0;306;226;1213;1042;546;295;76;116;155;393;2094;2274;3192;152;267;252;88;417;2004;1733;251;380;692;815;758;1159;944;1981;237;692;965;204;289;2;210;1963;11;2182;3285;1079;0;4;20231031
AT1;AT13;AT130;91400;91409;162;417;417;0;0;82;106;108;121;122;0;2;293;0;122;16;60;219;0;122;16;37;155;87;0;122;8;25;94;27;64;52;0;25;122;0;8;5;75;100;69;32;6;122;295;0;0;0;0;0;0;0;0;0;0;107;0;0;310;230;187;353;7;17;12;2;26;218;129;10;60;51;83;90;106;87;188;55;51;74;8;41;0;18;223;0;176;223;87;107;0;20231031
AT1;AT13;AT130;91400;91410;4281;8827;8812;15;0;1924;2500;3814;589;245;1195;1781;5298;308;245;398;953;6494;737;245;679;1233;3498;2528;644;245;200;1185;1740;995;1175;1276;477;1534;245;143;554;775;2262;1552;1839;806;651;245;8321;217;29;15;6;1595;473;791;1399;1645;828;363;105;364;1258;4191;4636;6433;388;597;338;80;991;4199;3355;457;816;1356;1158;1317;2483;2513;4206;345;1356;1838;453;629;8;406;4061;30;4322;6321;2276;230;0;20231031
AT1;AT13;AT130;91400;91411;3017;6915;6897;18;0;1004;2076;3367;468;113;5339;657;591;215;113;189;206;4100;2307;113;236;247;1485;2300;2534;113;141;671;860;795;1169;944;564;1658;113;86;184;392;1101;1323;1651;992;1073;113;6458;238;45;61;8;94;1288;838;868;820;726;564;227;550;932;3345;3570;5858;286;301;100;28;342;2683;3273;507;452;956;679;1016;2153;2111;3160;112;956;1929;355;403;10;272;2967;18;3648;5519;1304;92;0;20231031
AT1;AT13;AT130;91400;91412;3034;7038;6999;39;2;1081;1936;3436;583;204;1976;2181;2488;189;204;111;457;4736;1530;204;171;573;1957;2669;1464;204;104;801;1241;895;1062;942;518;1271;204;39;252;531;1687;1286;1581;783;675;204;6606;181;22;25;11;932;346;246;744;922;1245;709;149;309;1425;3437;3601;5399;292;458;201;62;626;3131;3058;313;536;1183;925;952;2008;1970;3240;203;1183;1507;292;613;9;309;3085;20;3615;5490;1384;162;2;20231031
AT1;AT13;AT130;91500;91501;5637;10593;10585;8;4;2964;2974;3951;700;66;100;813;9152;462;66;805;1988;7198;536;66;2151;2882;4380;967;147;66;436;1979;2252;767;1251;1796;219;1827;66;404;1279;1688;2451;1779;1877;752;297;66;9972;555;0;0;0;3422;2719;1580;714;1014;196;485;403;29;31;5257;5336;5539;542;1232;1338;520;1422;5424;3610;489;1070;1256;2792;1851;2591;2103;5103;868;1256;1948;384;1034;11;714;5072;55;4741;6519;4018;52;4;20231031
AT1;AT13;AT130;91500;91502;5181;9839;9833;6;2;2615;2864;3803;555;34;203;747;8284;571;34;937;2210;6250;408;34;2478;2504;3296;1285;242;34;511;2052;2202;575;1298;1474;194;1499;34;446;1361;1382;2253;1651;1739;614;359;34;8944;820;0;41;0;7559;391;33;180;297;262;335;30;459;293;5111;4728;4636;653;1245;1392;362;1551;5446;3233;318;842;1109;2368;1505;2447;2410;5431;698;1109;1212;421;968;5;751;5237;28;3818;5979;3831;27;2;20231031
AT1;AT13;AT130;91500;91503;5921;12685;12668;17;10;2777;3152;5153;1593;620;246;991;10225;603;620;769;2308;8454;534;620;2022;2625;5250;1816;352;620;630;2619;2780;860;1451;1754;236;1735;620;392;1681;1933;2906;1934;1944;805;470;620;11254;771;0;40;0;7550;588;258;503;1085;760;380;126;225;1210;6624;6061;5884;827;1598;1562;470;2344;7239;4119;381;946;1609;3248;1808;3103;2917;6344;1068;1609;1432;733;1499;11;912;6222;61;5479;7642;4430;603;10;20231031
AT1;AT13;AT130;91500;91504;4182;8899;8891;8;8;2048;2254;3332;1257;624;104;661;7145;365;624;743;1950;5281;301;624;1944;1998;2977;1140;216;624;495;1809;2013;594;830;1287;192;1055;624;328;1161;1307;2059;1306;1380;482;252;624;7643;632;0;0;0;4492;459;137;376;857;664;236;0;524;1154;4724;4175;3974;494;1103;1033;355;1940;5037;2893;307;662;1025;2346;1433;2187;1908;4287;831;1025;1122;575;1059;9;613;4260;37;3980;5155;3161;575;8;20231031
AT1;AT13;AT130;91500;91505;5185;11080;11061;19;1;2399;2854;4593;1233;402;241;987;8846;604;402;717;1515;7975;471;402;1600;2320;4648;1891;219;402;469;2217;2400;850;1421;1424;300;1597;402;292;1333;1796;2755;1657;1714;768;363;402;10124;515;0;39;0;4485;418;682;1517;2092;1219;60;133;246;228;5498;5582;5863;537;1060;1294;483;1843;5686;3840;603;951;1433;2954;1844;2697;2152;5053;858;1433;2078;474;1184;10;681;5021;58;5310;7183;3513;383;1;20231031
AT1;AT13;AT130;91500;91506;7291;14540;14528;12;5;3601;3936;5726;1272;454;200;1119;12054;713;454;1381;2641;9603;461;454;3218;3645;5696;1285;242;454;647;2878;3342;1018;1821;2098;248;2034;454;634;1857;2296;3510;2202;2367;866;354;454;12853;1232;0;1;0;8557;683;1191;476;1225;676;562;34;236;900;7446;7094;7132;757;1814;1946;683;2208;7657;5007;618;1258;1754;3966;2541;3360;2919;7225;1240;1754;2267;558;1496;17;1142;7000;80;6301;8899;5194;442;5;20231031
AT1;AT13;AT130;91500;91507;4312;8377;8364;13;6;2338;2382;2836;815;499;314;255;6989;320;499;513;1338;5781;246;499;1516;2427;2939;907;89;499;240;1339;1617;558;1128;1358;206;1432;499;170;1010;1117;1967;1406;1468;511;229;499;7523;354;0;1;0;2144;2788;856;860;537;420;352;52;44;324;4078;4299;4845;319;790;1032;414;977;3997;2790;577;1013;899;2387;1832;2092;1167;3644;644;899;2012;395;783;15;617;3557;36;4152;4947;2995;429;6;20231031
AT1;AT13;AT130;91600;91601;7227;14190;14160;30;30;3564;3986;5372;1238;91;326;1771;11120;882;91;1196;2822;9589;492;91;2880;3530;5721;1689;279;91;803;3049;2998;965;1716;2094;331;2143;91;704;1933;2112;3262;2229;2444;912;503;91;12997;990;0;112;0;7727;460;1326;1536;1291;703;362;18;153;614;7168;7022;6990;1037;1501;1672;634;2356;7851;4648;554;1137;1813;3594;2019;3226;3538;7082;1043;1813;2022;683;1547;13;911;6906;90;6270;8739;5364;57;30;20231031
AT1;AT13;AT130;91600;91602;3892;8273;8270;3;0;1847;2044;3322;1060;245;219;666;6688;455;245;1081;1383;5149;415;245;2179;1888;2776;994;191;245;691;1952;1763;584;951;890;135;1062;245;492;1573;1397;1728;1107;1072;419;240;245;6965;954;0;109;0;6287;268;243;385;280;393;144;66;84;123;4557;3716;3462;457;1113;1290;359;1592;4438;2872;269;694;1078;2626;1238;1741;1590;3949;759;1078;1099;305;1083;8;663;3801;64;3737;5047;2984;242;0;20231031
AT1;AT13;AT130;91600;91603;6485;12867;12860;7;7;3142;3502;5340;876;36;93;836;10989;913;36;1079;2259;9271;222;36;2330;4221;5160;998;122;36;462;2968;3064;1012;1489;1878;258;1700;36;517;1895;2359;3102;1946;1993;757;262;36;12351;480;0;0;0;2467;2588;3844;1306;1307;319;476;81;2;477;6335;6532;7291;308;1198;1747;760;1563;6212;4570;642;1443;1830;3898;2630;2911;1598;5825;961;1830;2487;411;1353;6;766;5828;54;6213;8758;4073;29;7;20231031
AT1;AT13;AT130;91600;91604;4244;8413;8404;9;0;2059;2278;3486;590;19;117;1011;6845;421;19;659;1132;6246;357;19;1322;1695;3879;1341;157;19;341;1520;1937;768;993;1308;203;1324;19;288;893;1221;2146;1484;1432;625;305;19;7920;445;0;29;0;3147;202;424;1166;892;1558;258;435;94;237;4145;4268;4840;363;763;970;382;1095;4194;3073;397;749;1094;2094;1529;2117;1579;4126;503;1094;1485;382;823;4;552;3962;30;3865;5585;2818;10;0;20231031
AT1;AT13;AT130;91600;91605;8325;16248;16246;2;1;4238;4434;6239;1336;428;380;2040;12559;841;428;1435;2776;11044;565;428;3314;3747;6294;2189;276;428;691;3058;3484;1293;1990;2487;350;2467;428;632;1898;2130;3982;2670;2855;1114;539;428;14842;964;0;14;0;7522;1075;992;863;1787;1087;649;639;283;1351;8047;8201;9013;747;1991;2150;467;1880;8059;5852;773;1564;1938;4022;2809;4198;3281;8117;1013;1938;2889;688;1603;18;1294;7584;72;7280;10274;5589;384;1;20231031
AT1;AT13;AT130;91600;91606;5134;10418;10411;7;5;2534;2558;4274;1047;53;188;1018;8788;371;53;717;1790;7340;518;53;2111;1848;4287;1909;210;53;391;2286;2220;886;1170;1734;265;1413;53;404;1287;1766;2407;1905;1562;633;401;53;9990;375;0;0;2;2261;2976;320;2065;118;1581;445;205;278;167;5170;5248;6230;308;884;1146;606;1244;4998;3680;571;1169;1385;2985;1980;2471;1597;4438;769;1385;2258;404;1164;9;684;4385;28;5312;7052;3318;43;5;20231031
AT1;AT13;AT130;91600;91607;6082;12346;12343;3;2;2900;3308;5161;975;231;97;1284;10413;321;231;750;2356;8595;414;231;1994;2855;5102;2023;141;231;448;2530;2769;962;1430;2142;277;1557;231;408;1449;1891;3045;1959;2194;715;454;231;11532;583;0;0;0;4110;610;2094;680;1492;429;321;422;342;1846;6107;6239;7266;428;1031;1280;503;1838;6310;4326;530;1180;1792;3022;2147;3032;2353;5931;869;1792;2092;485;1177;16;733;5825;66;5706;8274;3842;228;2;20231031
AT1;AT13;AT130;91600;91608;1845;3826;3816;10;0;925;1124;1226;551;416;1253;118;1966;73;416;196;387;2547;280;416;468;725;1472;508;237;416;71;522;598;266;487;642;102;722;416;70;234;376;870;608;747;314;191;416;3348;24;31;7;7;43;708;526;1139;500;147;215;61;147;333;1827;1999;2734;71;182;198;112;529;1657;1489;261;419;520;727;883;1072;624;1598;172;520;1004;113;419;3;190;1555;14;2064;2341;1081;404;0;20231031
AT1;AT13;AT130;91600;91609;2685;5796;5770;26;1;1163;1646;2443;543;361;1490;1332;2408;205;361;136;306;4083;910;361;259;610;1825;1635;1106;361;54;534;964;560;894;913;320;1196;361;10;232;365;1185;1068;1318;695;562;361;5374;50;4;7;8;384;442;622;1268;365;853;609;252;361;632;2678;3118;4793;243;269;131;51;309;2389;2427;496;484;770;647;756;1687;1936;2653;125;770;1653;241;354;4;233;2512;18;3029;4056;1404;335;1;20231031
AT1;AT13;AT130;91600;91610;5049;10159;10158;1;1;2413;2742;4063;940;62;224;611;8699;563;62;1444;1839;6406;408;62;3353;2399;3360;793;192;62;654;2471;2366;693;1169;1341;190;1213;62;671;1927;1790;2227;1540;1310;437;195;62;8823;1197;0;77;0;7935;1091;343;0;425;186;91;0;4;84;5340;4819;4239;482;1458;1616;641;1723;5298;3502;417;942;1351;3417;1639;2051;1701;4739;949;1351;1420;379;1321;13;836;4593;59;4658;6348;3749;61;1;20231031
AT1;AT13;AT130;91700;91701;5685;10836;10827;9;2;2880;3076;4273;605;57;385;1267;8584;543;57;1068;1837;7211;663;57;2369;2271;4141;1694;304;57;534;1856;2357;815;1279;1805;302;1831;57;488;1113;1588;2475;1862;2047;759;447;57;9817;901;0;61;0;6399;263;557;349;1099;799;185;298;102;785;5439;5397;5978;663;1249;1206;317;1423;5792;3741;406;897;1354;2395;1546;2725;2816;5656;668;1354;1642;464;1052;16;696;5465;36;4623;6812;3974;48;2;20231031
AT1;AT13;AT130;91700;91702;7250;14661;14643;18;3;3455;3936;6008;1259;154;404;1450;11892;761;154;1094;2615;10072;726;154;2581;3422;6119;1977;408;154;749;3037;3098;1173;1804;2048;328;2270;154;657;1818;2193;3556;2379;2325;1049;530;154;13578;907;5;17;0;6816;878;1419;1196;1567;1453;320;159;90;763;7327;7334;7364;1036;1570;1690;534;2467;8175;4743;569;1174;1960;3596;2194;3463;3448;7167;1024;1960;2105;700;1705;12;922;6958;68;6701;9272;5258;128;3;20231031
AT1;AT13;AT130;91700;91703;8755;17566;17560;6;2;4290;4764;7085;1425;505;319;1948;14064;730;505;1332;2713;12075;941;505;3213;4038;7024;2495;291;505;645;3075;3881;1447;2114;2669;421;2809;505;576;2052;2578;4433;2716;2910;1213;583;505;15929;1078;0;54;0;7399;2448;1217;1765;1395;1368;383;952;56;583;8825;8741;9917;851;1867;2221;554;2156;9022;6025;802;1717;2324;4307;2944;4339;3652;8464;1161;2324;3066;737;1814;9;1186;8171;72;8128;11341;5724;499;2;20231031
AT1;AT13;AT130;91700;91704;1796;4106;4094;12;1;734;1092;1810;469;314;1402;637;1632;121;314;195;320;2534;743;314;274;435;1341;1014;728;314;91;537;783;360;555;520;197;749;314;51;203;330;940;659;807;443;359;314;3678;70;33;11;6;297;254;410;569;260;953;324;175;295;563;1831;2275;3240;205;187;164;36;274;1711;1690;351;354;574;617;613;1062;1240;1793;94;574;1166;177;302;3;163;1699;13;2228;2922;881;302;1;20231031
AT1;AT13;AT130;91700;91705;3074;6612;6602;10;0;1244;1826;3168;374;10;1809;1238;3340;215;10;269;458;4696;1179;10;448;957;2307;1698;1192;10;155;990;1247;661;992;881;358;1318;10;126;456;803;1412;1082;1365;696;662;10;6388;155;45;14;0;642;669;1440;1256;688;439;358;270;251;599;3159;3453;4996;270;400;260;98;588;2980;2731;346;555;1061;940;821;1747;2043;3061;224;1061;1388;350;528;4;281;2952;25;3350;5046;1566;0;0;20231031
AT1;AT13;AT130;91700;91706;1165;2536;2527;9;0;476;694;1210;156;64;901;565;923;83;64;141;217;1611;503;64;208;342;586;738;598;64;76;288;426;347;286;406;176;467;64;70;158;167;481;459;593;281;263;64;2371;71;15;15;1;258;185;572;237;414;252;166;20;156;275;1203;1333;1872;147;142;85;13;277;1156;1036;142;202;420;293;331;653;839;1126;89;420;537;104;260;4;85;1112;9;1326;1898;583;55;0;20231031
AT1;AT13;AT130;91800;91801;1041;2298;2285;13;1;442;544;1122;189;40;334;616;1143;165;40;29;82;1513;634;40;40;140;564;734;780;40;14;229;339;293;341;370;170;502;40;4;61;146;439;396;543;308;361;40;2202;49;0;7;7;861;111;444;374;186;158;74;47;0;36;1036;1262;1542;252;124;33;14;333;1173;841;124;160;394;204;109;554;1037;1071;40;394;339;157;297;2;48;1048;11;1189;1648;622;27;1;20231031
AT1;AT13;AT130;91800;91802;7169;13852;13842;10;7;3584;3884;5593;784;328;431;1982;10407;704;328;553;1435;9939;1597;328;1454;2090;4899;3820;1261;328;254;1530;2262;1546;1889;2359;637;3047;328;199;844;1248;3015;2593;2944;1439;1242;328;12709;809;5;1;0;9866;1101;537;781;649;415;60;153;176;114;6419;7433;9059;1268;953;645;214;1713;7635;4554;635;1028;1736;1717;1269;3754;5376;7194;500;1736;2327;878;1217;15;539;7019;54;6225;8812;4731;302;7;20231031
AT1;AT13;AT130;91800;91803;8143;15147;15139;8;2;4315;4226;5716;888;163;446;1950;11705;883;163;1128;2495;10472;889;163;2656;3610;5804;2340;574;163;504;2497;3071;1126;2094;2412;405;2875;163;411;1544;1891;3479;2756;2959;1249;695;163;13911;1024;2;47;0;8630;1407;1153;787;992;748;199;411;265;555;7212;7935;8772;1265;1499;1175;279;2157;8685;4670;554;1238;1817;2643;1859;3871;4957;7972;833;1817;2164;845;1516;11;800;7792;73;6471;9150;5847;148;2;20231031
